C1,L1,Rp,Wn,Wn5,Wn6,Wvar,OscillationFrequency,PowerConsumption,OutputPower,PhaseNoise,TuningRange
1e-13,2e-09,1000.0,1.2e-06,1.1e-05,2.4e-06,3e-06,6170000000.0,0.00508,17.08,-97.66,601000000.0
1e-13,2e-09,1000.0,1.2e-06,1.1e-05,2.4e-06,3.5e-06,5990000000.0,0.00508,17.01,-85.53,662000000.0
1e-13,2e-09,1000.0,1.2e-06,1.1e-05,2.4e-06,4.5e-06,5690000000.0,0.00508,16.88,-91.16,753000000.0
1e-13,2e-09,1000.0,1.2e-06,1.1e-05,2.4e-06,5e-06,5550000000.0,0.00508,16.82,-91.98,785000000.0
1e-13,2e-09,1000.0,1.2e-06,1.1e-05,4e-06,4e-06,5770000000.0,0.008,17.66,-95.8,629000000.0
1e-13,2e-09,1000.0,1.2e-06,1.1e-05,4e-06,3e-06,6110000000.0,0.008,17.81,-99.76,527000000.0
1e-13,2e-09,1000.0,1.2e-06,1.1e-05,4e-06,3.5e-06,5930000000.0,0.008,17.73,-84.34,578000000.0
1e-13,2e-09,1000.0,1.2e-06,1.1e-05,4e-06,4.5e-06,5620000000.0,0.008,17.61,-97.16,646000000.0
1e-13,2e-09,1000.0,1.2e-06,1.1e-05,4e-06,5e-06,5490000000.0,0.008,17.56,-44.78,686000000.0
1e-13,2e-09,1000.0,1.2e-06,1.2e-05,3.2e-06,4e-06,5800000000.0,0.00612,17.27,-94.74,664000000.0
1e-13,2e-09,1000.0,1.2e-06,1.2e-05,3.2e-06,3e-06,6140000000.0,0.00612,17.39,-97.87,560000000.0
1e-13,2e-09,1000.0,1.2e-06,1.2e-05,3.2e-06,3.5e-06,5960000000.0,0.00612,17.33,-82.69,610000000.0
1e-13,2e-09,1000.0,1.2e-06,1.2e-05,3.2e-06,4.5e-06,5660000000.0,0.00612,17.2,-75.79,685000000.0
1e-13,2e-09,1000.0,1.2e-06,1.2e-05,3.2e-06,5e-06,5520000000.0,0.00612,17.14,-91.3,740000000.0
1e-13,2e-09,1000.0,1.2e-06,1.2e-05,2.4e-06,4e-06,5840000000.0,0.00473,16.8,-84.41,715000000.0
1e-13,2e-09,1000.0,1.2e-06,1.2e-05,2.4e-06,3e-06,6170000000.0,0.00473,16.94,-94.52,627000000.0
1e-13,2e-09,1000.0,1.2e-06,1.2e-05,2.4e-06,3.5e-06,6000000000.0,0.00473,16.86,-96.6,667000000.0
1e-13,2e-09,1000.0,1.2e-06,1.2e-05,2.4e-06,4.5e-06,5700000000.0,0.00473,16.73,-93.37,766000000.0
1e-13,2e-09,1000.0,1.2e-06,1.2e-05,2.4e-06,5e-06,5560000000.0,0.00473,16.67,-93.27,802000000.0
1e-13,2e-09,1000.0,1.2e-06,1.2e-05,4e-06,4e-06,5780000000.0,0.00746,17.56,-87.83,635000000.0
1e-13,2e-09,1000.0,1.2e-06,1.2e-05,4e-06,3e-06,6120000000.0,0.00746,17.69,-99.78,542000000.0
1e-13,2e-09,1000.0,1.2e-06,1.2e-05,4e-06,3.5e-06,5940000000.0,0.00746,17.62,-99.75,586000000.0
1e-13,2e-09,1000.0,1.2e-06,1.2e-05,4e-06,4.5e-06,5630000000.0,0.00746,17.5,-96.53,647000000.0
1e-13,2e-09,1000.0,1.2e-06,1.2e-05,4e-06,5e-06,5500000000.0,0.00746,17.45,-97.08,676000000.0
1e-13,2e-09,1000.0,1.6e-06,1.1e-05,3.2e-06,4e-06,5530000000.0,0.00671,17.38,-92.23,556000000.0
1e-13,2e-09,1000.0,1.6e-06,1.1e-05,3.2e-06,3e-06,5820000000.0,0.00671,17.52,-60.82,473000000.0
1e-13,2e-09,1000.0,1.6e-06,1.1e-05,3.2e-06,3.5e-06,5670000000.0,0.00671,17.45,-91.16,528000000.0
1e-13,2e-09,1000.0,1.6e-06,1.1e-05,3.2e-06,4.5e-06,5400000000.0,0.00671,17.33,-88.24,587000000.0
1e-13,2e-09,1000.0,1.6e-06,1.1e-05,3.2e-06,5e-06,5280000000.0,0.00671,17.27,-101.2,624000000.0
1e-13,2e-09,1000.0,1.6e-06,1.1e-05,2.4e-06,4e-06,5570000000.0,0.00517,16.96,-97.05,608000000.0
1e-13,2e-09,1000.0,1.6e-06,1.1e-05,2.4e-06,3e-06,5860000000.0,0.00517,17.09,-86.88,518000000.0
1e-13,2e-09,1000.0,1.6e-06,1.1e-05,2.4e-06,3.5e-06,5710000000.0,0.00517,17.03,-88.56,563000000.0
1e-13,2e-09,1000.0,1.6e-06,1.1e-05,2.4e-06,4.5e-06,5440000000.0,0.00517,16.9,-98.87,630000000.0
1e-13,2e-09,1000.0,1.6e-06,1.1e-05,2.4e-06,5e-06,5320000000.0,0.00517,16.85,-98.76,673000000.0
1e-13,2e-09,1000.0,1.6e-06,1.1e-05,4e-06,4e-06,5500000000.0,0.0082,17.66,-103.5,535000000.0
1e-13,2e-09,1000.0,1.6e-06,1.1e-05,4e-06,3e-06,5800000000.0,0.0082,17.79,-91.88,474000000.0
1e-13,2e-09,1000.0,1.6e-06,1.1e-05,4e-06,3.5e-06,5640000000.0,0.0082,17.72,-82.6,505000000.0
1e-13,2e-09,1000.0,1.6e-06,1.1e-05,4e-06,4.5e-06,5370000000.0,0.0082,17.6,-91.89,561000000.0
1e-13,2e-09,1000.0,1.6e-06,1.1e-05,4e-06,5e-06,5250000000.0,0.0082,17.55,-92.86,596000000.0
1e-13,2e-09,1000.0,1.6e-06,1.2e-05,3.2e-06,4e-06,5540000000.0,0.00625,17.26,-93.03,583000000.0
1e-13,2e-09,1000.0,1.6e-06,1.2e-05,3.2e-06,3e-06,5830000000.0,0.00625,17.39,-105.6,493000000.0
1e-13,2e-09,1000.0,1.6e-06,1.2e-05,3.2e-06,3.5e-06,5680000000.0,0.00625,17.33,-91.73,545000000.0
1e-13,2e-09,1000.0,1.6e-06,1.2e-05,3.2e-06,4.5e-06,5410000000.0,0.00625,17.21,-78.67,591000000.0
1e-13,2e-09,1000.0,1.6e-06,1.2e-05,3.2e-06,5e-06,5290000000.0,0.00625,17.15,-105.5,619000000.0
1e-13,2e-09,1000.0,1.6e-06,1.2e-05,2.4e-06,4e-06,5580000000.0,0.00482,16.82,-100.8,611000000.0
1e-13,2e-09,1000.0,1.6e-06,1.2e-05,2.4e-06,3e-06,5860000000.0,0.00482,16.95,-90.71,533000000.0
1e-13,2e-09,1000.0,1.6e-06,1.2e-05,2.4e-06,3.5e-06,5710000000.0,0.00482,16.88,-98.42,570000000.0
1e-13,2e-09,1000.0,1.6e-06,1.2e-05,2.4e-06,4.5e-06,5450000000.0,0.00482,16.76,-94.52,644000000.0
1e-13,2e-09,1000.0,1.6e-06,1.2e-05,2.4e-06,5e-06,5330000000.0,0.00482,16.7,-87.97,697000000.0
1e-13,2e-09,1000.0,1.6e-06,1.2e-05,4e-06,4e-06,5510000000.0,0.00764,17.56,-89.14,540000000.0
1e-13,2e-09,1000.0,1.6e-06,1.2e-05,4e-06,3e-06,5810000000.0,0.00764,17.68,-89.21,465000000.0
1e-13,2e-09,1000.0,1.6e-06,1.2e-05,4e-06,3.5e-06,5650000000.0,0.00764,17.62,-92.96,510000000.0
1e-13,2e-09,1000.0,1.6e-06,1.2e-05,4e-06,4.5e-06,5380000000.0,0.00764,17.5,-96.34,562000000.0
1e-13,2e-09,1000.0,1.6e-06,1.2e-05,4e-06,5e-06,5260000000.0,0.00764,17.45,-93.3,607000000.0
1e-13,2e-09,1000.0,2.4e-06,1.1e-05,3.2e-06,4e-06,5100000000.0,0.00688,17.36,-96.09,434000000.0
1e-13,2e-09,1000.0,2.4e-06,1.1e-05,3.2e-06,3e-06,5330000000.0,0.00688,17.48,-94.2,375000000.0
1e-13,2e-09,1000.0,2.4e-06,1.1e-05,3.2e-06,3.5e-06,5210000000.0,0.00688,17.42,-94.19,417000000.0
1e-13,2e-09,1000.0,2.4e-06,1.1e-05,3.2e-06,4.5e-06,5000000000.0,0.00688,17.31,-91.11,471000000.0
1e-13,2e-09,1000.0,2.4e-06,1.1e-05,3.2e-06,5e-06,4900000000.0,0.00688,17.26,-102.8,483000000.0
1e-13,2e-09,1000.0,2.4e-06,1.1e-05,2.4e-06,4e-06,5140000000.0,0.00529,16.96,-60.16,469000000.0
1e-13,2e-09,1000.0,2.4e-06,1.1e-05,2.4e-06,3e-06,5370000000.0,0.00529,17.08,-88.84,396000000.0
1e-13,2e-09,1000.0,2.4e-06,1.1e-05,2.4e-06,3.5e-06,5250000000.0,0.00529,17.01,-106.0,428000000.0
1e-13,2e-09,1000.0,2.4e-06,1.1e-05,2.4e-06,4.5e-06,5030000000.0,0.00529,16.91,-93.36,503000000.0
1e-13,2e-09,1000.0,2.4e-06,1.1e-05,2.4e-06,5e-06,4940000000.0,0.00529,16.85,-90.6,530000000.0
1e-13,2e-09,1000.0,2.4e-06,1.1e-05,4e-06,4e-06,5080000000.0,0.00845,17.62,-93.52,433000000.0
1e-13,2e-09,1000.0,2.4e-06,1.1e-05,4e-06,3e-06,5310000000.0,0.00845,17.74,-93.58,363000000.0
1e-13,2e-09,1000.0,2.4e-06,1.1e-05,4e-06,3.5e-06,5190000000.0,0.00845,17.68,-90.07,395000000.0
1e-13,2e-09,1000.0,2.4e-06,1.1e-05,4e-06,4.5e-06,4970000000.0,0.00845,17.57,-95.08,450000000.0
1e-13,2e-09,1000.0,2.4e-06,1.1e-05,4e-06,5e-06,4870000000.0,0.00845,17.52,-101.2,465000000.0
1e-13,2e-09,1000.0,2.4e-06,1.2e-05,3.2e-06,4e-06,5110000000.0,0.00642,17.25,-97.24,439000000.0
1e-13,2e-09,1000.0,2.4e-06,1.2e-05,3.2e-06,3e-06,5340000000.0,0.00642,17.37,-100.2,372000000.0
1e-13,2e-09,1000.0,2.4e-06,1.2e-05,3.2e-06,3.5e-06,5220000000.0,0.00642,17.31,-90.34,411000000.0
1e-13,2e-09,1000.0,2.4e-06,1.2e-05,3.2e-06,4.5e-06,5000000000.0,0.00642,17.2,-94.44,477000000.0
1e-13,2e-09,1000.0,2.4e-06,1.2e-05,3.2e-06,5e-06,4910000000.0,0.00642,17.15,-90.06,499000000.0
1e-13,2e-09,1000.0,2.4e-06,1.2e-05,2.4e-06,4e-06,5150000000.0,0.00493,16.83,-92.62,485000000.0
1e-13,2e-09,1000.0,2.4e-06,1.2e-05,2.4e-06,3e-06,5370000000.0,0.00493,16.95,-94.47,405000000.0
1e-13,2e-09,1000.0,2.4e-06,1.2e-05,2.4e-06,3.5e-06,5260000000.0,0.00493,16.89,-94.26,448000000.0
1e-13,2e-09,1000.0,2.4e-06,1.2e-05,2.4e-06,4.5e-06,5040000000.0,0.00493,16.77,-91.54,520000000.0
1e-13,2e-09,1000.0,2.4e-06,1.2e-05,2.4e-06,5e-06,4950000000.0,0.00493,16.72,-88.0,540000000.0
1e-13,2e-09,1000.0,2.4e-06,1.2e-05,4e-06,4e-06,5080000000.0,0.00787,17.53,-97.71,419000000.0
1e-13,2e-09,1000.0,2.4e-06,1.2e-05,4e-06,3e-06,5320000000.0,0.00787,17.65,-90.94,360000000.0
1e-13,2e-09,1000.0,2.4e-06,1.2e-05,4e-06,3.5e-06,5200000000.0,0.00787,17.58,-91.96,389000000.0
1e-13,2e-09,1000.0,2.4e-06,1.2e-05,4e-06,4.5e-06,4980000000.0,0.00787,17.48,-93.29,453000000.0
1e-13,2e-09,1000.0,2.4e-06,1.2e-05,4e-06,5e-06,4880000000.0,0.00787,17.43,-100.0,464000000.0
1e-13,2e-09,1000.0,2.8e-06,1.1e-05,3.2e-06,4e-06,4920000000.0,0.00694,17.33,-98.71,402000000.0
1e-13,2e-09,1000.0,2.8e-06,1.1e-05,3.2e-06,3e-06,5130000000.0,0.00694,17.45,-102.9,332000000.0
1e-13,2e-09,1000.0,2.8e-06,1.1e-05,3.2e-06,3.5e-06,5020000000.0,0.00694,17.4,-90.7,366000000.0
1e-13,2e-09,1000.0,2.8e-06,1.1e-05,3.2e-06,4.5e-06,4830000000.0,0.00694,17.29,-95.09,431000000.0
1e-13,2e-09,1000.0,2.8e-06,1.1e-05,3.2e-06,5e-06,4740000000.0,0.00694,17.25,-93.03,449000000.0
1e-13,2e-09,1000.0,2.8e-06,1.1e-05,2.4e-06,4e-06,4960000000.0,0.00533,16.95,-94.51,423000000.0
1e-13,2e-09,1000.0,2.8e-06,1.1e-05,2.4e-06,3e-06,5170000000.0,0.00533,17.06,-96.05,355000000.0
1e-13,2e-09,1000.0,2.8e-06,1.1e-05,2.4e-06,3.5e-06,5060000000.0,0.00533,17.0,-94.67,397000000.0
1e-13,2e-09,1000.0,2.8e-06,1.1e-05,2.4e-06,4.5e-06,4860000000.0,0.00533,16.9,-97.49,452000000.0
1e-13,2e-09,1000.0,2.8e-06,1.1e-05,2.4e-06,5e-06,4780000000.0,0.00533,16.84,-98.07,475000000.0
1e-13,2e-09,1000.0,2.8e-06,1.1e-05,4e-06,4e-06,4900000000.0,0.00853,17.61,-93.5,385000000.0
1e-13,2e-09,1000.0,2.8e-06,1.1e-05,4e-06,3e-06,5110000000.0,0.00853,17.72,-96.42,327000000.0
1e-13,2e-09,1000.0,2.8e-06,1.1e-05,4e-06,3.5e-06,5000000000.0,0.00853,17.65,-92.8,359000000.0
1e-13,2e-09,1000.0,2.8e-06,1.1e-05,4e-06,4.5e-06,4800000000.0,0.00853,17.56,-85.42,399000000.0
1e-13,2e-09,1000.0,2.8e-06,1.1e-05,4e-06,5e-06,4710000000.0,0.00853,17.51,-98.38,437000000.0
1e-13,2e-09,1000.0,2.8e-06,1.2e-05,3.2e-06,4e-06,4930000000.0,0.00647,17.24,-96.35,399000000.0
1e-13,2e-09,1000.0,2.8e-06,1.2e-05,3.2e-06,3e-06,5140000000.0,0.00647,17.35,-96.64,333000000.0
1e-13,2e-09,1000.0,2.8e-06,1.2e-05,3.2e-06,3.5e-06,5030000000.0,0.00647,17.29,-96.15,369000000.0
1e-13,2e-09,1000.0,2.8e-06,1.2e-05,3.2e-06,4.5e-06,4840000000.0,0.00647,17.18,-101.5,422000000.0
1e-13,2e-09,1000.0,2.8e-06,1.2e-05,3.2e-06,5e-06,4750000000.0,0.00647,17.14,-97.42,447000000.0
1e-13,2e-09,1000.0,2.8e-06,1.2e-05,2.4e-06,4e-06,4970000000.0,0.00497,16.82,-94.79,435000000.0
1e-13,2e-09,1000.0,2.8e-06,1.2e-05,2.4e-06,3e-06,5170000000.0,0.00497,16.93,-94.41,364000000.0
1e-13,2e-09,1000.0,2.8e-06,1.2e-05,2.4e-06,3.5e-06,5070000000.0,0.00497,16.88,-93.61,399000000.0
1e-13,2e-09,1000.0,2.8e-06,1.2e-05,2.4e-06,4.5e-06,4870000000.0,0.00497,16.76,-90.9,374000000.0
1e-13,2e-09,1000.0,2.8e-06,1.2e-05,2.4e-06,5e-06,4790000000.0,0.00497,16.71,-91.72,490000000.0
1e-13,2e-09,1000.0,2.8e-06,1.2e-05,4e-06,4e-06,4910000000.0,0.00795,17.5,-98.23,380000000.0
1e-13,2e-09,1000.0,2.8e-06,1.2e-05,4e-06,3e-06,5120000000.0,0.00795,17.62,-98.05,321000000.0
1e-13,2e-09,1000.0,2.8e-06,1.2e-05,4e-06,3.5e-06,5010000000.0,0.00795,17.55,-97.07,358000000.0
1e-13,2e-09,1000.0,2.8e-06,1.2e-05,4e-06,4.5e-06,4810000000.0,0.00795,17.45,-100.3,406000000.0
1e-13,2e-09,1000.0,2.8e-06,1.2e-05,4e-06,5e-06,4720000000.0,0.00795,17.41,-99.27,424000000.0
1e-13,2e-09,2000.0,2e-06,1.1e-05,3.2e-06,4e-06,5270000000.0,0.00681,17.72,-95.42,474000000.0
1e-13,2e-09,2000.0,2e-06,1.1e-05,3.2e-06,3e-06,5520000000.0,0.00681,17.85,-75.29,397000000.0
1e-13,2e-09,2000.0,2e-06,1.1e-05,3.2e-06,3.5e-06,5390000000.0,0.00681,17.78,-94.8,439000000.0
1e-13,2e-09,2000.0,2e-06,1.1e-05,3.2e-06,4.5e-06,5160000000.0,0.00681,17.67,-96.71,512000000.0
1e-13,2e-09,2000.0,2e-06,1.1e-05,3.2e-06,5e-06,5050000000.0,0.00681,17.61,-93.81,540000000.0
1e-13,2e-09,2000.0,2e-06,1.1e-05,2.4e-06,4e-06,5300000000.0,0.00524,17.43,-85.74,504000000.0
1e-13,2e-09,2000.0,2e-06,1.1e-05,2.4e-06,3e-06,5550000000.0,0.00524,17.57,-95.45,421000000.0
1e-13,2e-09,2000.0,2e-06,1.1e-05,2.4e-06,3.5e-06,5420000000.0,0.00524,17.5,-95.71,465000000.0
1e-13,2e-09,2000.0,2e-06,1.1e-05,2.4e-06,4.5e-06,5190000000.0,0.00524,17.38,-107.1,534000000.0
1e-13,2e-09,2000.0,2e-06,1.1e-05,2.4e-06,5e-06,5090000000.0,0.00524,17.33,-102.7,546000000.0
1e-13,2e-09,2000.0,2e-06,1.1e-05,4e-06,4e-06,5240000000.0,0.00835,17.93,-97.95,368000000.0
1e-13,2e-09,2000.0,2e-06,1.1e-05,4e-06,3e-06,5500000000.0,0.00835,18.06,-93.48,387000000.0
1e-13,2e-09,2000.0,2e-06,1.1e-05,4e-06,3.5e-06,5370000000.0,0.00835,17.98,-88.56,435000000.0
1e-13,2e-09,2000.0,2e-06,1.1e-05,4e-06,4.5e-06,5130000000.0,0.00835,17.87,-94.49,496000000.0
1e-13,2e-09,2000.0,2e-06,1.1e-05,4e-06,5e-06,5020000000.0,0.00835,17.83,-93.63,502000000.0
1e-13,2e-09,2000.0,2e-06,1.2e-05,3.2e-06,4e-06,5270000000.0,0.00635,17.63,-95.81,485000000.0
1e-13,2e-09,2000.0,2e-06,1.2e-05,3.2e-06,3e-06,5530000000.0,0.00635,17.76,-93.09,403000000.0
1e-13,2e-09,2000.0,2e-06,1.2e-05,3.2e-06,3.5e-06,5390000000.0,0.00635,17.69,-97.18,439000000.0
1e-13,2e-09,2000.0,2e-06,1.2e-05,3.2e-06,4.5e-06,5160000000.0,0.00635,17.59,-94.93,504000000.0
1e-13,2e-09,2000.0,2e-06,1.2e-05,3.2e-06,5e-06,5060000000.0,0.00635,17.52,-103.3,541000000.0
1e-13,2e-09,2000.0,2e-06,1.2e-05,2.4e-06,4e-06,5310000000.0,0.00488,17.34,-105.1,501000000.0
1e-13,2e-09,2000.0,2e-06,1.2e-05,2.4e-06,3e-06,5560000000.0,0.00488,17.47,-86.12,429000000.0
1e-13,2e-09,2000.0,2e-06,1.2e-05,2.4e-06,3.5e-06,5430000000.0,0.00488,17.4,-99.11,464000000.0
1e-13,2e-09,2000.0,2e-06,1.2e-05,2.4e-06,4.5e-06,5200000000.0,0.00488,17.29,-101.1,538000000.0
1e-13,2e-09,2000.0,2e-06,1.2e-05,2.4e-06,5e-06,5100000000.0,0.00488,17.24,-101.3,552000000.0
1e-13,2e-09,2000.0,2e-06,1.2e-05,4e-06,4e-06,5250000000.0,0.00778,17.84,-95.07,461000000.0
1e-13,2e-09,2000.0,2e-06,1.2e-05,4e-06,3e-06,5510000000.0,0.00778,17.97,-96.55,397000000.0
1e-13,2e-09,2000.0,2e-06,1.2e-05,4e-06,3.5e-06,5370000000.0,0.00778,17.9,-94.66,445000000.0
1e-13,2e-09,2000.0,2e-06,1.2e-05,4e-06,4.5e-06,5140000000.0,0.00778,17.78,-95.17,491000000.0
1e-13,2e-09,2000.0,2e-06,1.2e-05,4e-06,5e-06,5030000000.0,0.00778,17.74,-94.74,522000000.0
1e-13,2e-09,2000.0,1.2e-06,1.1e-05,3.2e-06,4e-06,5760000000.0,0.00656,17.77,-95.89,613000000.0
1e-13,2e-09,2000.0,1.2e-06,1.1e-05,3.2e-06,3e-06,6090000000.0,0.00656,17.91,-96.87,530000000.0
1e-13,2e-09,2000.0,1.2e-06,1.1e-05,3.2e-06,3.5e-06,5920000000.0,0.00656,17.84,-92.04,585000000.0
1e-13,2e-09,2000.0,1.2e-06,1.1e-05,3.2e-06,4.5e-06,5620000000.0,0.00656,17.72,-93.26,650000000.0
1e-13,2e-09,2000.0,1.2e-06,1.1e-05,3.2e-06,5e-06,5490000000.0,0.00656,17.65,-82.18,675000000.0
1e-13,2e-09,2000.0,1.2e-06,1.1e-05,2.4e-06,4e-06,5800000000.0,0.00508,17.48,-104.1,646000000.0
1e-13,2e-09,2000.0,1.2e-06,1.1e-05,2.4e-06,3e-06,6130000000.0,0.00508,17.63,-78.95,549000000.0
1e-13,2e-09,2000.0,1.2e-06,1.1e-05,2.4e-06,3.5e-06,5960000000.0,0.00508,17.55,-102.4,601000000.0
1e-13,2e-09,2000.0,1.2e-06,1.1e-05,2.4e-06,4.5e-06,5660000000.0,0.00508,17.42,-91.34,694000000.0
1e-13,2e-09,2000.0,1.2e-06,1.1e-05,2.4e-06,5e-06,5530000000.0,0.00508,17.36,-92.85,727000000.0
1e-13,2e-09,2000.0,1.2e-06,1.1e-05,4e-06,4e-06,5740000000.0,0.008,17.99,-94.49,594000000.0
1e-13,2e-09,2000.0,1.2e-06,1.1e-05,4e-06,3e-06,6070000000.0,0.008,18.12,-90.09,511000000.0
1e-13,2e-09,2000.0,1.2e-06,1.1e-05,4e-06,3.5e-06,5890000000.0,0.008,18.05,-93.88,554000000.0
1e-13,2e-09,2000.0,1.2e-06,1.1e-05,4e-06,4.5e-06,5590000000.0,0.008,17.92,-72.58,616000000.0
1e-13,2e-09,2000.0,1.2e-06,1.1e-05,4e-06,5e-06,5460000000.0,0.008,17.88,-95.63,638000000.0
1e-13,2e-09,2000.0,1.2e-06,1.2e-05,3.2e-06,4e-06,5770000000.0,0.00612,17.69,-94.96,615000000.0
1e-13,2e-09,2000.0,1.2e-06,1.2e-05,3.2e-06,3e-06,6100000000.0,0.00612,17.82,-93.89,540000000.0
1e-13,2e-09,2000.0,1.2e-06,1.2e-05,3.2e-06,3.5e-06,5920000000.0,0.00612,17.76,-94.02,581000000.0
1e-13,2e-09,2000.0,1.2e-06,1.2e-05,3.2e-06,4.5e-06,5630000000.0,0.00612,17.62,-95.69,672000000.0
1e-13,2e-09,2000.0,1.2e-06,1.2e-05,3.2e-06,5e-06,5500000000.0,0.00612,17.57,-98.61,689000000.0
1e-13,2e-09,2000.0,1.2e-06,1.2e-05,2.4e-06,4e-06,5810000000.0,0.00473,17.39,-84.18,647000000.0
1e-13,2e-09,2000.0,1.2e-06,1.2e-05,2.4e-06,3e-06,6130000000.0,0.00473,17.52,-103.0,571000000.0
1e-13,2e-09,2000.0,1.2e-06,1.2e-05,2.4e-06,4.5e-06,5670000000.0,0.00473,17.32,-94.88,701000000.0
1e-13,2e-09,2000.0,1.2e-06,1.2e-05,2.4e-06,5e-06,5540000000.0,0.00473,17.26,-96.34,740000000.0
1e-13,2e-09,2000.0,1.2e-06,1.2e-05,4e-06,4e-06,5740000000.0,0.00746,17.91,-93.68,592000000.0
1e-13,2e-09,2000.0,1.2e-06,1.2e-05,4e-06,3e-06,6080000000.0,0.00746,18.04,-99.98,522000000.0
1e-13,2e-09,2000.0,1.2e-06,1.2e-05,4e-06,3.5e-06,5900000000.0,0.00746,17.96,-89.67,309000000.0
1e-13,2e-09,2000.0,1.2e-06,1.2e-05,4e-06,4.5e-06,5600000000.0,0.00746,17.85,-95.02,623000000.0
1e-13,2e-09,2000.0,1.2e-06,1.2e-05,4e-06,5e-06,5470000000.0,0.00746,17.79,-96.65,670000000.0
1e-13,2e-09,2000.0,1.6e-06,1.1e-05,3.2e-06,4e-06,5500000000.0,0.00671,17.75,-96.79,522000000.0
1e-13,2e-09,2000.0,1.6e-06,1.1e-05,3.2e-06,3e-06,5780000000.0,0.00671,17.88,-91.66,469000000.0
1e-13,2e-09,2000.0,1.6e-06,1.1e-05,3.2e-06,3.5e-06,5630000000.0,0.00671,17.82,-94.72,492000000.0
1e-13,2e-09,2000.0,1.6e-06,1.1e-05,3.2e-06,4.5e-06,5370000000.0,0.00671,17.69,-80.75,572000000.0
1e-13,2e-09,2000.0,1.6e-06,1.1e-05,3.2e-06,5e-06,5260000000.0,0.00671,17.64,-90.88,604000000.0
1e-13,2e-09,2000.0,1.6e-06,1.1e-05,2.4e-06,4e-06,5540000000.0,0.00517,17.46,-97.01,573000000.0
1e-13,2e-09,2000.0,1.6e-06,1.1e-05,2.4e-06,3e-06,5810000000.0,0.00517,17.6,-95.9,476000000.0
1e-13,2e-09,2000.0,1.6e-06,1.1e-05,2.4e-06,3.5e-06,5670000000.0,0.00517,17.53,-94.47,527000000.0
1e-13,2e-09,2000.0,1.6e-06,1.1e-05,2.4e-06,4.5e-06,5410000000.0,0.00517,17.4,-104.7,599000000.0
1e-13,2e-09,2000.0,1.6e-06,1.1e-05,2.4e-06,5e-06,5300000000.0,0.00517,17.35,-89.75,617000000.0
1e-13,2e-09,2000.0,1.6e-06,1.1e-05,4e-06,4e-06,5470000000.0,0.0082,17.97,-94.28,524000000.0
1e-13,2e-09,2000.0,1.6e-06,1.1e-05,4e-06,3e-06,5760000000.0,0.0082,18.1,-85.24,444000000.0
1e-13,2e-09,2000.0,1.6e-06,1.1e-05,4e-06,3.5e-06,5610000000.0,0.0082,18.02,-102.7,505000000.0
1e-13,2e-09,2000.0,1.6e-06,1.1e-05,4e-06,4.5e-06,5340000000.0,0.0082,17.9,-96.04,543000000.0
1e-13,2e-09,2000.0,1.6e-06,1.1e-05,4e-06,5e-06,5230000000.0,0.0082,17.85,-91.25,557000000.0
1e-13,2e-09,2000.0,1.6e-06,1.2e-05,3.2e-06,4e-06,5500000000.0,0.00625,17.66,-94.92,554000000.0
1e-13,2e-09,2000.0,1.6e-06,1.2e-05,3.2e-06,3e-06,5790000000.0,0.00625,17.79,-98.75,478000000.0
1e-13,2e-09,2000.0,1.6e-06,1.2e-05,3.2e-06,3.5e-06,5640000000.0,0.00625,17.72,-96.15,503000000.0
1e-13,2e-09,2000.0,1.6e-06,1.2e-05,3.2e-06,4.5e-06,5380000000.0,0.00625,17.6,-102.7,571000000.0
1e-13,2e-09,2000.0,1.6e-06,1.2e-05,3.2e-06,5e-06,5260000000.0,0.00625,17.55,-93.5,602000000.0
1e-13,2e-09,2000.0,1.6e-06,1.2e-05,2.4e-06,4e-06,5540000000.0,0.00482,17.37,-89.99,579000000.0
1e-13,2e-09,2000.0,1.6e-06,1.2e-05,2.4e-06,3e-06,5820000000.0,0.00482,17.5,-100.9,477000000.0
1e-13,2e-09,2000.0,1.6e-06,1.2e-05,2.4e-06,3.5e-06,5680000000.0,0.00482,17.43,-101.6,533000000.0
1e-13,2e-09,2000.0,1.6e-06,1.2e-05,2.4e-06,4.5e-06,5420000000.0,0.00482,17.31,-105.8,612000000.0
1e-13,2e-09,2000.0,1.6e-06,1.2e-05,2.4e-06,5e-06,5310000000.0,0.00482,17.25,-95.29,631000000.0
1e-13,2e-09,2000.0,1.6e-06,1.2e-05,4e-06,4e-06,5480000000.0,0.00764,17.87,-74.27,508000000.0
1e-13,2e-09,2000.0,1.6e-06,1.2e-05,4e-06,3e-06,5770000000.0,0.00764,18.0,-98.93,457000000.0
1e-13,2e-09,2000.0,1.6e-06,1.2e-05,4e-06,3.5e-06,5610000000.0,0.00764,17.94,-93.09,475000000.0
1e-13,2e-09,2000.0,1.6e-06,1.2e-05,4e-06,4.5e-06,5350000000.0,0.00764,17.82,-94.13,559000000.0
1e-13,2e-09,2000.0,1.6e-06,1.2e-05,4e-06,5e-06,5230000000.0,0.00764,17.76,-92.83,576000000.0
1e-13,2e-09,2000.0,2.4e-06,1.1e-05,3.2e-06,4e-06,5070000000.0,0.00688,17.7,-97.54,422000000.0
1e-13,2e-09,2000.0,2.4e-06,1.1e-05,3.2e-06,3e-06,5290000000.0,0.00688,17.81,-94.74,362000000.0
