VDD,Vgate,Wn,Rd,Bandwidth,PowerConsumption,VoltageGain
1.3,0.65,5e-06,2600,91800000.0,0.000288,13.5
1.3,0.65,5e-06,2700,89300000.0,0.000285,13.67
1.3,0.65,5e-06,2800,86900000.0,0.000281,13.83
1.3,0.65,5e-06,2900,84700000.0,0.000278,13.98
1.3,0.65,5e-06,3000,82600000.0,0.000274,14.12
1.3,0.65,3e-06,1000,181000000.0,0.000239,4.87
1.3,0.65,3e-06,600,288000000.0,0.000252,1.12
1.3,0.65,3e-06,700,250000000.0,0.000249,2.28
1.3,0.65,3e-06,800,221000000.0,0.000246,3.27
1.3,0.65,3e-06,900,199000000.0,0.000243,4.12
1.3,0.65,3e-06,1100,167000000.0,0.000236,5.54
1.3,0.65,3e-06,1200,155000000.0,0.000234,6.13
1.3,0.65,3e-06,1300,144000000.0,0.000231,6.68
1.3,0.65,3e-06,1400,135000000.0,0.000228,7.17
1.3,0.65,3e-06,1500,128000000.0,0.000225,7.62
1.3,0.65,3e-06,1600,121000000.0,0.000223,8.03
1.3,0.65,3e-06,1700,115000000.0,0.00022,8.42
1.3,0.65,3e-06,1800,110000000.0,0.000218,8.77
1.3,0.65,3e-06,1900,105000000.0,0.000216,9.11
1.3,0.65,3e-06,2000,100000000.0,0.000213,9.42
1.3,0.65,3e-06,2100,96600000.0,0.000211,9.71
1.3,0.65,3e-06,2200,93100000.0,0.000209,9.98
1.3,0.65,3e-06,2300,89900000.0,0.000207,10.24
1.3,0.65,3e-06,2400,86900000.0,0.000205,10.48
1.3,0.65,3e-06,2500,84000000.0,0.000203,10.71
1.3,0.65,3e-06,2600,81300000.0,0.000201,10.93
1.3,0.65,3e-06,2700,78900000.0,0.000199,11.14
1.3,0.65,3e-06,2800,76800000.0,0.000197,11.33
1.3,0.65,3e-06,2900,74800000.0,0.000195,11.52
1.3,0.65,3e-06,3000,72900000.0,0.000193,11.7
1.3,0.65,4e-06,1000,188000000.0,0.000307,6.85
1.3,0.65,4e-06,500,348000000.0,0.000334,1.92
1.3,0.65,4e-06,600,295000000.0,0.000328,3.27
1.3,0.65,4e-06,700,257000000.0,0.000322,4.39
1.3,0.65,4e-06,800,228000000.0,0.000317,5.33
1.3,0.65,4e-06,900,206000000.0,0.000312,6.14
1.3,0.65,4e-06,1100,173000000.0,0.000302,7.48
1.3,0.65,4e-06,1200,161000000.0,0.000297,8.04
1.3,0.65,4e-06,1300,151000000.0,0.000293,8.54
1.3,0.65,4e-06,1400,142000000.0,0.000289,9.0
1.3,0.65,4e-06,1500,134000000.0,0.000285,9.42
1.3,0.65,4e-06,1600,127000000.0,0.000281,9.8
1.3,0.65,4e-06,1700,121000000.0,0.000277,10.16
1.3,0.65,4e-06,1800,116000000.0,0.000273,10.48
1.3,0.65,4e-06,1900,111000000.0,0.00027,10.79
1.3,0.65,4e-06,2000,106000000.0,0.000266,11.07
1.3,0.65,4e-06,2100,102000000.0,0.000263,11.34
1.3,0.65,4e-06,2200,98500000.0,0.000259,11.59
1.3,0.65,4e-06,2300,95300000.0,0.000256,11.82
1.3,0.65,4e-06,2400,92300000.0,0.000253,12.04
1.3,0.65,4e-06,2500,89500000.0,0.00025,12.25
1.3,0.65,4e-06,2600,86900000.0,0.000247,12.44
1.3,0.65,4e-06,2700,84400000.0,0.000245,12.63
1.3,0.65,4e-06,2800,82000000.0,0.000242,12.8
1.3,0.65,4e-06,2900,79800000.0,0.000239,12.97
1.3,0.65,4e-06,3000,77900000.0,0.000237,13.13
1.3,0.65,6e-06,1000,200000000.0,0.000427,9.42
1.3,0.65,6e-06,500,362000000.0,0.000479,4.88
1.3,0.65,6e-06,600,308000000.0,0.000468,6.14
1.3,0.65,6e-06,700,270000000.0,0.000457,7.18
1.3,0.65,6e-06,800,241000000.0,0.000446,8.04
1.3,0.65,6e-06,900,218000000.0,0.000436,8.78
1.3,0.65,6e-06,1100,185000000.0,0.000418,9.99
1.3,0.65,6e-06,1200,173000000.0,0.00041,10.49
1.3,0.65,6e-06,1300,162000000.0,0.000402,10.94
1.3,0.65,6e-06,1400,153000000.0,0.000394,11.34
1.3,0.65,6e-06,1500,145000000.0,0.000387,11.71
1.3,0.65,6e-06,1600,138000000.0,0.00038,12.04
1.3,0.65,6e-06,1700,132000000.0,0.000374,12.35
1.3,0.65,6e-06,1800,126000000.0,0.000367,12.63
1.3,0.65,6e-06,1900,121000000.0,0.000361,12.89
1.3,0.65,6e-06,2000,117000000.0,0.000355,13.14
1.3,0.65,6e-06,2100,112000000.0,0.00035,13.36
1.3,0.65,6e-06,2200,109000000.0,0.000344,13.57
1.3,0.65,6e-06,2300,105000000.0,0.000339,13.77
1.3,0.65,6e-06,2400,102000000.0,0.000334,13.95
1.3,0.65,6e-06,2500,98900000.0,0.000329,14.13
1.3,0.65,6e-06,2600,96200000.0,0.000324,14.29
1.3,0.65,6e-06,2700,93700000.0,0.00032,14.44
1.3,0.65,6e-06,2800,91400000.0,0.000315,14.59
1.3,0.65,6e-06,2900,89100000.0,0.000311,14.73
1.3,0.65,6e-06,3000,87000000.0,0.000307,14.86
1.3,0.65,7e-06,1000,206000000.0,0.000481,10.33
1.3,0.65,7e-06,500,368000000.0,0.000548,5.95
1.3,0.65,7e-06,600,314000000.0,0.000533,7.18
1.3,0.65,7e-06,700,276000000.0,0.000519,8.17
1.3,0.65,7e-06,800,247000000.0,0.000505,9.01
1.3,0.65,7e-06,900,224000000.0,0.000493,9.72
1.3,0.65,7e-06,1100,191000000.0,0.00047,10.87
1.3,0.65,7e-06,1200,178000000.0,0.00046,11.34
1.3,0.65,7e-06,1300,167000000.0,0.00045,11.77
1.3,0.65,7e-06,1400,158000000.0,0.000441,12.15
1.3,0.65,7e-06,1500,150000000.0,0.000432,12.49
1.3,0.65,7e-06,1600,143000000.0,0.000424,12.81
1.3,0.65,7e-06,1700,137000000.0,0.000416,13.1
1.3,0.65,7e-06,1800,131000000.0,0.000408,13.36
1.3,0.65,7e-06,1900,126000000.0,0.000401,13.61
1.3,0.65,7e-06,2000,121000000.0,0.000394,13.83
1.3,0.65,7e-06,2100,117000000.0,0.000387,14.04
1.3,0.65,7e-06,2200,113000000.0,0.00038,14.24
1.3,0.65,7e-06,2300,110000000.0,0.000374,14.42
1.3,0.65,7e-06,2400,106000000.0,0.000368,14.59
1.3,0.65,7e-06,2500,103000000.0,0.000362,14.75
1.3,0.65,7e-06,2600,100000000.0,0.000357,14.9
1.3,0.65,7e-06,2700,97800000.0,0.000351,15.04
1.3,0.65,7e-06,2800,95400000.0,0.000346,15.18
1.3,0.65,7e-06,2900,93200000.0,0.000341,15.3
1.3,0.65,7e-06,3000,91000000.0,0.000336,15.42
1.3,0.65,8e-06,1000,211000000.0,0.000533,11.08
1.3,0.65,8e-06,500,374000000.0,0.000614,6.86
1.3,0.65,8e-06,600,320000000.0,0.000595,8.04
1.3,0.65,8e-06,700,282000000.0,0.000578,9.01
1.3,0.65,8e-06,800,253000000.0,0.000562,9.81
1.3,0.65,8e-06,900,230000000.0,0.000547,10.49
1.3,0.65,8e-06,1100,196000000.0,0.000519,11.59
1.3,0.65,8e-06,1200,183000000.0,0.000507,12.04
1.3,0.65,8e-06,1300,173000000.0,0.000495,12.45
1.3,0.65,8e-06,1400,163000000.0,0.000484,12.81
1.3,0.65,8e-06,1500,155000000.0,0.000474,13.14
1.3,0.65,8e-06,1600,148000000.0,0.000464,13.43
1.3,0.65,8e-06,1700,141000000.0,0.000454,13.7
1.3,0.65,8e-06,1800,136000000.0,0.000445,13.95
1.3,0.65,8e-06,1900,130000000.0,0.000437,14.18
1.3,0.65,8e-06,2000,126000000.0,0.000429,14.39
1.3,0.65,8e-06,2100,121000000.0,0.000421,14.59
1.3,0.65,8e-06,2200,117000000.0,0.000413,14.77
1.3,0.65,8e-06,2300,114000000.0,0.000406,14.94
1.3,0.65,8e-06,2400,111000000.0,0.000399,15.1
1.3,0.65,8e-06,2500,107000000.0,0.000393,15.25
1.3,0.65,8e-06,2600,104000000.0,0.000386,15.39
1.3,0.65,8e-06,2700,102000000.0,0.00038,15.52
1.3,0.65,8e-06,2800,99100000.0,0.000374,15.64
1.3,0.65,8e-06,2900,96900000.0,0.000368,15.76
1.3,0.65,8e-06,3000,94800000.0,0.000363,15.86
1.3,0.65,9e-06,1000,217000000.0,0.000581,11.71
1.3,0.65,9e-06,500,380000000.0,0.000677,7.63
1.3,0.65,9e-06,600,326000000.0,0.000655,8.78
1.3,0.65,9e-06,700,287000000.0,0.000634,9.72
1.3,0.65,9e-06,800,258000000.0,0.000615,10.49
1.3,0.65,9e-06,900,235000000.0,0.000597,11.15
1.3,0.65,9e-06,1100,201000000.0,0.000565,12.2
1.3,0.65,9e-06,1200,188000000.0,0.000551,12.63
1.3,0.65,9e-06,1300,177000000.0,0.000537,13.02
1.3,0.65,9e-06,1400,168000000.0,0.000525,13.36
1.3,0.65,9e-06,1500,159000000.0,0.000512,13.67
1.3,0.65,9e-06,1600,152000000.0,0.000501,13.95
1.3,0.65,9e-06,1700,146000000.0,0.00049,14.21
1.3,0.65,9e-06,1800,140000000.0,0.00048,14.44
1.3,0.65,9e-06,1900,135000000.0,0.00047,14.66
1.3,0.65,9e-06,2000,130000000.0,0.000461,14.86
1.3,0.65,9e-06,2100,125000000.0,0.000452,15.04
1.3,0.65,9e-06,2200,121000000.0,0.000443,15.21
1.3,0.65,9e-06,2300,118000000.0,0.000435,15.37
1.3,0.65,9e-06,2400,114000000.0,0.000428,15.52
1.3,0.65,9e-06,2500,111000000.0,0.00042,15.66
1.3,0.65,9e-06,2600,108000000.0,0.000413,15.78
1.3,0.65,9e-06,2700,106000000.0,0.000406,15.9
1.3,0.65,9e-06,2800,103000000.0,0.000399,16.02
1.3,0.65,9e-06,2900,101000000.0,0.000393,16.12
1.3,0.65,9e-06,3000,98300000.0,0.000387,16.22
1.3,0.65,1e-05,1000,222000000.0,0.000626,12.25
1.3,0.65,1e-05,500,386000000.0,0.000738,8.3
1.3,0.65,1e-05,600,332000000.0,0.000712,9.43
1.3,0.65,1e-05,700,293000000.0,0.000688,10.33
1.3,0.65,1e-05,800,263000000.0,0.000666,11.08
1.3,0.65,1e-05,900,240000000.0,0.000645,11.71
1.3,0.65,1e-05,1100,206000000.0,0.000609,12.72
1.3,0.65,1e-05,1200,193000000.0,0.000592,13.14
1.3,0.65,1e-05,1300,182000000.0,0.000577,13.5
1.3,0.65,1e-05,1400,172000000.0,0.000562,13.83
1.3,0.65,1e-05,1500,164000000.0,0.000549,14.13
1.3,0.65,1e-05,1600,157000000.0,0.000536,14.39
1.3,0.65,1e-05,1700,150000000.0,0.000524,14.64
1.3,0.65,1e-05,1800,144000000.0,0.000512,14.86
1.3,0.65,1e-05,1900,139000000.0,0.000501,15.06
1.3,0.65,1e-05,2000,134000000.0,0.000491,15.25
1.3,0.65,1e-05,2100,129000000.0,0.000481,15.42
1.3,0.65,1e-05,2200,125000000.0,0.000471,15.58
1.3,0.65,1e-05,2300,121000000.0,0.000462,15.73
1.3,0.65,1e-05,2400,118000000.0,0.000454,15.87
1.3,0.65,1e-05,2500,115000000.0,0.000445,15.99
1.3,0.65,1e-05,2600,112000000.0,0.000438,16.11
1.3,0.65,1e-05,2700,109000000.0,0.00043,16.22
1.3,0.65,1e-05,2800,107000000.0,0.000423,16.32
1.3,0.65,1e-05,2900,104000000.0,0.000416,16.41
1.3,0.65,1e-05,3000,102000000.0,0.000409,16.49
1.3,0.7,5e-06,1000,203000000.0,0.000553,9.63
1.3,0.7,5e-06,500,364000000.0,0.000624,5.06
1.3,0.7,5e-06,600,311000000.0,0.000608,6.33
1.3,0.7,5e-06,700,272000000.0,0.000593,7.37
1.3,0.7,5e-06,800,243000000.0,0.000579,8.24
1.3,0.7,5e-06,900,221000000.0,0.000565,8.98
1.3,0.7,5e-06,1100,188000000.0,0.000541,10.19
1.3,0.7,5e-06,1200,175000000.0,0.00053,10.7
1.3,0.7,5e-06,1300,165000000.0,0.000519,11.14
1.3,0.7,5e-06,1400,156000000.0,0.000509,11.55
1.3,0.7,5e-06,1500,148000000.0,0.000499,11.91
1.3,0.7,5e-06,1600,141000000.0,0.000489,12.25
1.3,0.7,5e-06,1700,135000000.0,0.00048,12.55
1.3,0.7,5e-06,1800,129000000.0,0.000472,12.83
1.3,0.7,5e-06,1900,124000000.0,0.000464,13.09
1.3,0.7,5e-06,2000,120000000.0,0.000456,13.33
1.3,0.7,5e-06,2100,116000000.0,0.000448,13.55
1.3,0.7,5e-06,2200,112000000.0,0.000441,13.75
1.3,0.7,5e-06,2300,109000000.0,0.000434,13.94
1.3,0.7,5e-06,2400,105000000.0,0.000427,14.12
1.3,0.7,5e-06,2500,102000000.0,0.00042,14.29
1.3,0.7,5e-06,2600,99600000.0,0.000414,14.44
1.3,0.7,5e-06,2700,97200000.0,0.000408,14.58
1.3,0.7,5e-06,2800,95000000.0,0.000402,14.71
1.3,0.7,5e-06,2900,92900000.0,0.000396,14.84
1.3,0.7,5e-06,3000,91000000.0,0.000391,14.95
1.3,0.7,3e-06,1000,187000000.0,0.000364,6.32
1.3,0.7,3e-06,500,347000000.0,0.000395,1.28
1.3,0.7,3e-06,600,294000000.0,0.000388,2.66
1.3,0.7,3e-06,700,256000000.0,0.000382,3.79
1.3,0.7,3e-06,800,227000000.0,0.000376,4.76
1.3,0.7,3e-06,900,205000000.0,0.00037,5.59
1.3,0.7,3e-06,1100,172000000.0,0.000359,6.97
1.3,0.7,3e-06,1200,160000000.0,0.000354,7.55
1.3,0.7,3e-06,1300,150000000.0,0.000349,8.07
1.3,0.7,3e-06,1400,141000000.0,0.000344,8.54
1.3,0.7,3e-06,1500,133000000.0,0.000339,8.98
1.3,0.7,3e-06,1600,126000000.0,0.000334,9.37
1.3,0.7,3e-06,1700,120000000.0,0.00033,9.74
1.3,0.7,3e-06,1800,115000000.0,0.000326,10.08
1.3,0.7,3e-06,1900,110000000.0,0.000322,10.4
1.3,0.7,3e-06,2000,106000000.0,0.000318,10.69
1.3,0.7,3e-06,2100,102000000.0,0.000314,10.97
1.3,0.7,3e-06,2200,98000000.0,0.00031,11.22
1.3,0.7,3e-06,2300,94800000.0,0.000306,11.47
1.3,0.7,3e-06,2400,91900000.0,0.000303,11.69
1.3,0.7,3e-06,2500,89100000.0,0.000299,11.91
1.3,0.7,3e-06,2600,86500000.0,0.000296,12.11
1.3,0.7,3e-06,2700,84000000.0,0.000292,12.31
1.3,0.7,3e-06,2800,81700000.0,0.000289,12.49
1.3,0.7,3e-06,2900,79500000.0,0.000286,12.66
1.3,0.7,3e-06,3000,77700000.0,0.000283,12.83
1.3,0.7,4e-06,1000,195000000.0,0.000463,8.24
1.3,0.7,4e-06,500,355000000.0,0.000513,3.44
1.3,0.7,4e-06,600,302000000.0,0.000502,4.76
1.3,0.7,4e-06,700,264000000.0,0.000491,5.85
1.3,0.7,4e-06,800,235000000.0,0.000481,6.77
1.3,0.7,4e-06,900,213000000.0,0.000472,7.55
1.3,0.7,4e-06,1100,180000000.0,0.000454,8.84
1.3,0.7,4e-06,1200,168000000.0,0.000446,9.38
1.3,0.7,4e-06,1300,157000000.0,0.000438,9.86
1.3,0.7,4e-06,1400,148000000.0,0.000431,10.3
1.3,0.7,4e-06,1500,141000000.0,0.000424,10.69
1.3,0.7,4e-06,1600,134000000.0,0.000417,11.06
1.3,0.7,4e-06,1700,128000000.0,0.00041,11.39
1.3,0.7,4e-06,1800,122000000.0,0.000404,11.7
1.3,0.7,4e-06,1900,117000000.0,0.000397,11.98
1.3,0.7,4e-06,2000,113000000.0,0.000391,12.25
1.3,0.7,4e-06,2100,109000000.0,0.000386,12.49
1.3,0.7,4e-06,2200,105000000.0,0.00038,12.72
1.3,0.7,4e-06,2300,102000000.0,0.000375,12.94
1.3,0.7,4e-06,2400,98600000.0,0.00037,13.14
1.3,0.7,4e-06,2500,95900000.0,0.000365,13.33
1.3,0.7,4e-06,2600,93300000.0,0.00036,13.5
1.3,0.7,4e-06,2700,90900000.0,0.000355,13.67
1.3,0.7,4e-06,2800,88600000.0,0.00035,13.83
1.3,0.7,4e-06,2900,86500000.0,0.000346,13.98
1.3,0.7,4e-06,3000,84400000.0,0.000342,14.12
1.3,0.7,6e-06,1000,210000000.0,0.000636,10.7
1.3,0.7,6e-06,500,372000000.0,0.00073,6.33
1.3,0.7,6e-06,600,319000000.0,0.000708,7.56
1.3,0.7,6e-06,700,280000000.0,0.000688,8.55
1.3,0.7,6e-06,800,251000000.0,0.00067,9.38
1.3,0.7,6e-06,900,229000000.0,0.000652,10.09
1.3,0.7,6e-06,1100,195000000.0,0.00062,11.23
1.3,0.7,6e-06,1200,183000000.0,0.000606,11.7
1.3,0.7,6e-06,1300,172000000.0,0.000592,12.12
1.3,0.7,6e-06,1400,163000000.0,0.000579,12.5
1.3,0.7,6e-06,1500,155000000.0,0.000566,12.83
1.3,0.7,6e-06,1600,148000000.0,0.000555,13.14
1.3,0.7,6e-06,1700,141000000.0,0.000543,13.42
1.3,0.7,6e-06,1800,136000000.0,0.000533,13.68
1.3,0.7,6e-06,1900,131000000.0,0.000522,13.91
1.3,0.7,6e-06,2000,126000000.0,0.000512,14.12
1.3,0.7,6e-06,2100,122000000.0,0.000503,14.32
1.3,0.7,6e-06,2200,118000000.0,0.000494,14.5
1.3,0.7,6e-06,2300,115000000.0,0.000485,14.66
1.3,0.7,6e-06,2400,112000000.0,0.000477,14.81
1.3,0.7,6e-06,2500,109000000.0,0.000469,14.95
1.3,0.7,6e-06,2600,106000000.0,0.000461,15.07
1.3,0.7,6e-06,2700,104000000.0,0.000454,15.18
1.3,0.7,6e-06,2800,102000000.0,0.000447,15.27
1.3,0.7,6e-06,2900,99600000.0,0.00044,15.35
1.3,0.7,6e-06,3000,98000000.0,0.000433,15.41
1.3,0.7,7e-06,1000,217000000.0,0.000712,11.55
1.3,0.7,7e-06,500,380000000.0,0.00083,7.37
1.3,0.7,7e-06,600,326000000.0,0.000803,8.55
1.3,0.7,7e-06,700,288000000.0,0.000778,9.51
1.3,0.7,7e-06,800,259000000.0,0.000754,10.3
1.3,0.7,7e-06,900,236000000.0,0.000733,10.97
1.3,0.7,7e-06,1100,202000000.0,0.000693,12.05
1.3,0.7,7e-06,1200,190000000.0,0.000675,12.5
1.3,0.7,7e-06,1300,179000000.0,0.000659,12.89
1.3,0.7,7e-06,1400,169000000.0,0.000643,13.24
1.3,0.7,7e-06,1500,161000000.0,0.000628,13.55
1.3,0.7,7e-06,1600,154000000.0,0.000613,13.83
1.3,0.7,7e-06,1700,148000000.0,0.0006,14.09
1.3,0.7,7e-06,1800,142000000.0,0.000587,14.32
1.3,0.7,7e-06,1900,137000000.0,0.000575,14.53
1.3,0.7,7e-06,2000,133000000.0,0.000563,14.72
1.3,0.7,7e-06,2100,128000000.0,0.000552,14.89
1.3,0.7,7e-06,2200,125000000.0,0.000541,15.03
1.3,0.7,7e-06,2300,121000000.0,0.000531,15.16
1.3,0.7,7e-06,2400,118000000.0,0.000521,15.27
1.3,0.7,7e-06,2500,116000000.0,0.000511,15.36
1.3,0.7,7e-06,2600,114000000.0,0.000502,15.42
1.3,0.7,7e-06,2700,112000000.0,0.000493,15.45
1.3,0.7,7e-06,2800,111000000.0,0.000485,15.45
1.3,0.7,7e-06,2900,110000000.0,0.000476,15.39
1.3,0.7,7e-06,3000,110000000.0,0.000468,15.27
1.3,0.7,8e-06,1000,224000000.0,0.000783,12.25
1.3,0.7,8e-06,500,388000000.0,0.000926,8.24
1.3,0.7,8e-06,600,334000000.0,0.000893,9.38
1.3,0.7,8e-06,700,295000000.0,0.000862,10.3
1.3,0.7,8e-06,800,266000000.0,0.000834,11.06
1.3,0.7,8e-06,900,243000000.0,0.000808,11.7
1.3,0.7,8e-06,1100,209000000.0,0.000761,12.73
1.3,0.7,8e-06,1200,196000000.0,0.00074,13.14
1.3,0.7,8e-06,1300,185000000.0,0.00072,13.51
1.3,0.7,8e-06,1400,176000000.0,0.000701,13.83
1.3,0.7,8e-06,1500,168000000.0,0.000683,14.12
1.3,0.7,8e-06,1600,160000000.0,0.000667,14.38
1.3,0.7,8e-06,1700,154000000.0,0.000651,14.61
1.3,0.7,8e-06,1800,148000000.0,0.000636,14.82
1.3,0.7,8e-06,1900,143000000.0,0.000622,14.99
1.3,0.7,8e-06,2000,139000000.0,0.000608,15.15
1.3,0.7,8e-06,2100,135000000.0,0.000595,15.27
1.3,0.7,8e-06,2200,132000000.0,0.000583,15.37
1.3,0.7,8e-06,2300,129000000.0,0.000571,15.44
1.3,0.7,8e-06,2400,127000000.0,0.00056,15.46
1.3,0.7,8e-06,2500,126000000.0,0.000549,15.42
1.3,0.7,8e-06,2600,125000000.0,0.000538,15.31
1.3,0.7,8e-06,2700,126000000.0,0.000527,15.09
1.3,0.7,8e-06,2800,129000000.0,0.000517,14.74
1.3,0.7,8e-06,2900,134000000.0,0.000506,14.21
1.3,0.7,8e-06,3000,143000000.0,0.000496,13.47
1.3,0.7,9e-06,1000,231000000.0,0.00085,12.84
1.3,0.7,9e-06,500,396000000.0,0.00102,8.99
1.3,0.7,9e-06,600,341000000.0,0.000978,10.09
1.3,0.7,9e-06,700,302000000.0,0.000942,10.98
1.3,0.7,9e-06,800,273000000.0,0.000909,11.7
1.3,0.7,9e-06,900,250000000.0,0.000878,12.31
1.3,0.7,9e-06,1100,216000000.0,0.000824,13.29
1.3,0.7,9e-06,1200,203000000.0,0.000799,13.68
1.3,0.7,9e-06,1300,192000000.0,0.000776,14.02
1.3,0.7,9e-06,1400,182000000.0,0.000755,14.32
1.3,0.7,9e-06,1500,174000000.0,0.000735,14.59
1.3,0.7,9e-06,1600,167000000.0,0.000716,14.82
1.3,0.7,9e-06,1700,160000000.0,0.000698,15.02
1.3,0.7,9e-06,1800,155000000.0,0.000681,15.18
1.3,0.7,9e-06,1900,150000000.0,0.000665,15.31
1.3,0.7,9e-06,2000,146000000.0,0.000649,15.41
1.3,0.7,9e-06,2100,143000000.0,0.000634,15.45
1.3,0.7,9e-06,2200,141000000.0,0.00062,15.43
1.3,0.7,9e-06,2300,141000000.0,0.000606,15.33
1.3,0.7,9e-06,2400,142000000.0,0.000593,15.09
1.3,0.7,9e-06,2500,145000000.0,0.00058,14.68
1.3,0.7,9e-06,2600,153000000.0,0.000567,14.04
1.3,0.7,9e-06,2700,165000000.0,0.000553,13.13
1.3,0.7,9e-06,2800,182000000.0,0.00054,11.98
1.3,0.7,9e-06,2900,204000000.0,0.000527,10.66
1.3,0.7,9e-06,3000,230000000.0,0.000513,9.29
1.3,0.7,1e-05,1000,237000000.0,0.000912,13.33
1.3,0.7,1e-05,500,403000000.0,0.00111,9.63
1.3,0.7,1e-05,600,349000000.0,0.00106,10.7
1.3,0.7,1e-05,700,309000000.0,0.00102,11.55
1.3,0.7,1e-05,800,280000000.0,0.000979,12.25
1.3,0.7,1e-05,900,256000000.0,0.000944,12.84
1.3,0.7,1e-05,1100,222000000.0,0.000882,13.76
1.3,0.7,1e-05,1200,209000000.0,0.000854,14.12
1.3,0.7,1e-05,1300,198000000.0,0.000829,14.44
1.3,0.7,1e-05,1400,188000000.0,0.000805,14.72
1.3,0.7,1e-05,1500,180000000.0,0.000782,14.95
1.3,0.7,1e-05,1600,173000000.0,0.000761,15.15
1.3,0.7,1e-05,1700,167000000.0,0.00074,15.3
1.3,0.7,1e-05,1800,162000000.0,0.000721,15.41
1.3,0.7,1e-05,1900,159000000.0,0.000703,15.45
1.3,0.7,1e-05,2000,156000000.0,0.000686,15.42
1.3,0.7,1e-05,2100,156000000.0,0.000669,15.27
1.3,0.7,1e-05,2200,159000000.0,0.000652,14.94
1.3,0.7,1e-05,2300,165000000.0,0.000636,14.36
1.3,0.7,1e-05,2400,178000000.0,0.00062,13.46
1.3,0.7,1e-05,2500,197000000.0,0.000603,12.25
1.3,0.7,1e-05,2600,224000000.0,0.000587,10.81
1.3,0.7,1e-05,2700,255000000.0,0.00057,9.28
1.3,0.7,1e-05,2800,289000000.0,0.000554,7.8
1.3,0.7,1e-05,2900,323000000.0,0.000539,6.42
1.3,0.7,1e-05,3000,357000000.0,0.000523,5.16
1.3,0.75,5e-06,1000,210000000.0,0.000759,10.34
1.3,0.75,5e-06,500,371000000.0,0.000869,5.88
1.3,0.75,5e-06,600,317000000.0,0.000844,7.13
1.3,0.75,5e-06,700,279000000.0,0.000821,8.15
1.3,0.75,5e-06,800,250000000.0,0.000799,9.0
1.3,0.75,5e-06,900,228000000.0,0.000778,9.72
1.3,0.75,5e-06,1100,195000000.0,0.000741,10.88
1.3,0.75,5e-06,1200,183000000.0,0.000723,11.35
1.3,0.75,5e-06,1300,172000000.0,0.000707,11.78
1.3,0.75,5e-06,1400,163000000.0,0.000691,12.15
1.3,0.75,5e-06,1500,155000000.0,0.000676,12.49
1.3,0.75,5e-06,1600,149000000.0,0.000662,12.78
1.3,0.75,5e-06,1700,143000000.0,0.000648,13.04
1.3,0.75,5e-06,1800,138000000.0,0.000635,13.27
1.3,0.75,5e-06,1900,133000000.0,0.000623,13.46
1.3,0.75,5e-06,2000,129000000.0,0.000611,13.62
1.3,0.75,5e-06,2100,126000000.0,0.000599,13.73
1.3,0.75,5e-06,2200,124000000.0,0.000588,13.79
1.3,0.75,5e-06,2300,122000000.0,0.000576,13.78
1.3,0.75,5e-06,2400,122000000.0,0.000566,13.67
1.3,0.75,5e-06,2500,124000000.0,0.000555,13.42
1.3,0.75,5e-06,2600,127000000.0,0.000544,13.0
1.3,0.75,5e-06,2700,134000000.0,0.000533,12.34
1.3,0.75,5e-06,2800,144000000.0,0.000522,11.44
1.3,0.75,5e-06,2900,159000000.0,0.00051,10.32
1.3,0.75,5e-06,3000,176000000.0,0.000498,9.09
1.3,0.75,3e-06,1000,191000000.0,0.000506,7.13
1.3,0.75,3e-06,500,351000000.0,0.000554,2.15
1.3,0.75,3e-06,600,298000000.0,0.000544,3.51
1.3,0.75,3e-06,700,260000000.0,0.000534,4.64
1.3,0.75,3e-06,800,231000000.0,0.000524,5.59
1.3,0.75,3e-06,900,209000000.0,0.000515,6.41
1.3,0.75,3e-06,1100,176000000.0,0.000498,7.76
1.3,0.75,3e-06,1200,164000000.0,0.000489,8.32
1.3,0.75,3e-06,1300,154000000.0,0.000482,8.83
1.3,0.75,3e-06,1400,145000000.0,0.000474,9.29
1.3,0.75,3e-06,1500,137000000.0,0.000467,9.71
1.3,0.75,3e-06,1600,130000000.0,0.00046,10.09
1.3,0.75,3e-06,1700,124000000.0,0.000453,10.44
1.3,0.75,3e-06,1800,119000000.0,0.000446,10.77
1.3,0.75,3e-06,1900,114000000.0,0.00044,11.07
1.3,0.75,3e-06,2000,110000000.0,0.000434,11.35
1.3,0.75,3e-06,2100,106000000.0,0.000428,11.61
1.3,0.75,3e-06,2200,103000000.0,0.000422,11.85
1.3,0.75,3e-06,2300,99200000.0,0.000416,12.07
1.3,0.75,3e-06,2400,96300000.0,0.000411,12.28
1.3,0.75,3e-06,2500,93600000.0,0.000405,12.48
1.3,0.75,3e-06,2600,91200000.0,0.0004,12.66
1.3,0.75,3e-06,2700,88900000.0,0.000395,12.83
1.3,0.75,3e-06,2800,86700000.0,0.00039,12.99
1.3,0.75,3e-06,2900,84700000.0,0.000386,13.13
1.3,0.75,3e-06,3000,82800000.0,0.000381,13.27
1.3,0.75,4e-06,1000,201000000.0,0.000639,8.99
1.3,0.75,4e-06,500,361000000.0,0.000716,4.29
1.3,0.75,4e-06,600,308000000.0,0.000699,5.59
1.3,0.75,4e-06,700,270000000.0,0.000683,6.66
1.3,0.75,4e-06,800,241000000.0,0.000667,7.56
1.3,0.75,4e-06,900,219000000.0,0.000653,8.33
1.3,0.75,4e-06,1100,186000000.0,0.000626,9.58
