Wbias,Rd,Wn1,Wn2,Bandwidth,PowerConsumption,VoltageGain
5e-06,1100,1.5e-05,8e-06,145000000.0,0.00106,15.14
5e-06,1100,1.5e-05,9e-06,144000000.0,0.00107,15.32
5e-06,1100,1.5e-05,1e-05,144000000.0,0.00107,15.44
5e-06,1100,1.5e-05,1.1e-05,144000000.0,0.00107,15.54
5e-06,1100,1.5e-05,1.2e-05,143000000.0,0.00107,15.61
5e-06,1100,1.6e-05,5e-06,148000000.0,0.00106,13.74
5e-06,1100,1.6e-05,6e-06,147000000.0,0.00107,14.6
5e-06,1100,1.6e-05,7e-06,146000000.0,0.00108,15.07
5e-06,1100,1.6e-05,8e-06,145000000.0,0.00108,15.35
5e-06,1100,1.6e-05,9e-06,145000000.0,0.00108,15.54
5e-06,1100,1.6e-05,1e-05,144000000.0,0.00109,15.67
5e-06,1100,1.6e-05,1.1e-05,144000000.0,0.00109,15.78
5e-06,1100,1.6e-05,1.2e-05,143000000.0,0.00109,15.86
5e-06,1100,1.7e-05,5e-06,149000000.0,0.00108,13.78
5e-06,1100,1.7e-05,6e-06,147000000.0,0.00109,14.72
5e-06,1100,1.7e-05,7e-06,146000000.0,0.00109,15.23
5e-06,1100,1.7e-05,8e-06,145000000.0,0.0011,15.54
5e-06,1100,1.7e-05,9e-06,145000000.0,0.0011,15.74
5e-06,1100,1.7e-05,1e-05,144000000.0,0.0011,15.88
5e-06,1100,1.7e-05,1.1e-05,144000000.0,0.00111,15.99
5e-06,1100,1.7e-05,1.2e-05,144000000.0,0.00111,16.08
5e-06,1200,6e-06,5e-06,133000000.0,0.000765,11.33
5e-06,1200,6e-06,6e-06,132000000.0,0.00077,11.56
5e-06,1200,6e-06,7e-06,132000000.0,0.000774,11.7
5e-06,1200,6e-06,8e-06,132000000.0,0.000777,11.8
5e-06,1200,6e-06,9e-06,132000000.0,0.00078,11.88
5e-06,1200,6e-06,1e-05,131000000.0,0.000782,11.94
5e-06,1200,6e-06,1.1e-05,131000000.0,0.000784,11.99
5e-06,1200,6e-06,1.2e-05,131000000.0,0.000785,12.03
5e-06,1200,7e-06,5e-06,133000000.0,0.000814,12.04
5e-06,1200,7e-06,6e-06,133000000.0,0.00082,12.32
5e-06,1200,7e-06,7e-06,132000000.0,0.000824,12.49
5e-06,1200,7e-06,8e-06,132000000.0,0.000828,12.61
5e-06,1200,7e-06,9e-06,132000000.0,0.00083,12.7
5e-06,1200,7e-06,1e-05,132000000.0,0.000833,12.76
5e-06,1200,7e-06,1.1e-05,131000000.0,0.000834,12.82
5e-06,1200,7e-06,1.2e-05,131000000.0,0.000836,12.86
5e-06,1200,8e-06,5e-06,134000000.0,0.000856,12.6
5e-06,1200,8e-06,6e-06,133000000.0,0.000863,12.94
5e-06,1200,8e-06,7e-06,133000000.0,0.000867,13.14
5e-06,1200,8e-06,8e-06,132000000.0,0.000871,13.27
5e-06,1200,8e-06,9e-06,132000000.0,0.000873,13.37
5e-06,1200,8e-06,1e-05,132000000.0,0.000876,13.44
5e-06,1200,8e-06,1.1e-05,132000000.0,0.000878,13.5
5e-06,1200,8e-06,1.2e-05,131000000.0,0.000879,13.55
5e-06,1200,9e-06,5e-06,134000000.0,0.000893,13.05
5e-06,1200,9e-06,6e-06,133000000.0,0.000899,13.44
5e-06,1200,9e-06,7e-06,133000000.0,0.000904,13.67
5e-06,1200,9e-06,8e-06,133000000.0,0.000908,13.82
5e-06,1200,9e-06,9e-06,132000000.0,0.000911,13.93
5e-06,1200,9e-06,1e-05,132000000.0,0.000913,14.01
5e-06,1200,9e-06,1.1e-05,132000000.0,0.000916,14.08
5e-06,1200,9e-06,1.2e-05,132000000.0,0.000918,14.13
5e-06,1200,1e-05,5e-06,135000000.0,0.000924,13.4
5e-06,1200,1e-05,6e-06,134000000.0,0.000932,13.85
5e-06,1200,1e-05,7e-06,133000000.0,0.000937,14.11
5e-06,1200,1e-05,8e-06,133000000.0,0.000941,14.28
5e-06,1200,1e-05,9e-06,133000000.0,0.000944,14.4
5e-06,1200,1e-05,1e-05,132000000.0,0.000946,14.49
5e-06,1200,1e-05,1.1e-05,132000000.0,0.000949,14.56
5e-06,1200,1e-05,1.2e-05,132000000.0,0.000951,14.62
5e-06,1200,1.1e-05,5e-06,135000000.0,0.000953,13.67
5e-06,1200,1.1e-05,6e-06,134000000.0,0.00096,14.19
5e-06,1200,1.1e-05,7e-06,134000000.0,0.000966,14.49
5e-06,1200,1.1e-05,8e-06,133000000.0,0.00097,14.68
5e-06,1200,1.1e-05,9e-06,133000000.0,0.000973,14.81
5e-06,1200,1.1e-05,1e-05,133000000.0,0.000976,14.91
5e-06,1200,1.1e-05,1.1e-05,132000000.0,0.000978,14.99
5e-06,1200,1.1e-05,1.2e-05,132000000.0,0.00098,15.05
5e-06,1200,1.2e-05,5e-06,136000000.0,0.000978,13.89
5e-06,1200,1.2e-05,6e-06,135000000.0,0.000986,14.48
5e-06,1200,1.2e-05,7e-06,134000000.0,0.000992,14.81
5e-06,1200,1.2e-05,8e-06,133000000.0,0.000996,15.02
5e-06,1200,1.2e-05,9e-06,133000000.0,0.000999,15.17
5e-06,1200,1.2e-05,1e-05,133000000.0,0.001,15.28
5e-06,1200,1.2e-05,1.1e-05,133000000.0,0.001,15.36
5e-06,1200,1.2e-05,1.2e-05,132000000.0,0.00101,15.42
5e-06,1200,1.3e-05,5e-06,136000000.0,0.001,14.05
5e-06,1200,1.3e-05,6e-06,135000000.0,0.00101,14.72
5e-06,1200,1.3e-05,7e-06,134000000.0,0.00102,15.09
5e-06,1200,1.3e-05,8e-06,134000000.0,0.00102,15.32
5e-06,1200,1.3e-05,9e-06,133000000.0,0.00102,15.48
5e-06,1200,1.3e-05,1e-05,133000000.0,0.00103,15.6
5e-06,1200,1.3e-05,1.1e-05,133000000.0,0.00103,15.69
5e-06,1200,1.3e-05,1.2e-05,132000000.0,0.00103,15.76
5e-06,1200,1.4e-05,5e-06,137000000.0,0.00102,14.16
5e-06,1200,1.4e-05,6e-06,135000000.0,0.00103,14.91
5e-06,1200,1.4e-05,7e-06,135000000.0,0.00104,15.33
5e-06,1200,1.4e-05,8e-06,134000000.0,0.00104,15.58
5e-06,1200,1.4e-05,9e-06,134000000.0,0.00105,15.76
5e-06,1200,1.4e-05,1e-05,133000000.0,0.00105,15.88
5e-06,1200,1.4e-05,1.1e-05,133000000.0,0.00105,15.98
5e-06,1200,1.4e-05,1.2e-05,133000000.0,0.00105,16.05
5e-06,1200,1.5e-05,5e-06,137000000.0,0.00104,14.24
5e-06,1200,1.5e-05,6e-06,136000000.0,0.00105,15.08
5e-06,1200,1.5e-05,7e-06,135000000.0,0.00106,15.53
5e-06,1200,1.5e-05,8e-06,134000000.0,0.00106,15.81
5e-06,1200,1.5e-05,9e-06,134000000.0,0.00107,16.0
5e-06,1200,1.5e-05,1e-05,133000000.0,0.00107,16.13
5e-06,1200,1.5e-05,1.1e-05,133000000.0,0.00107,16.24
5e-06,1200,1.5e-05,1.2e-05,133000000.0,0.00107,16.32
5e-06,1200,1.6e-05,5e-06,138000000.0,0.00106,14.29
5e-06,1200,1.6e-05,6e-06,136000000.0,0.00107,15.21
5e-06,1200,1.6e-05,7e-06,135000000.0,0.00107,15.71
5e-06,1200,1.6e-05,8e-06,135000000.0,0.00108,16.01
5e-06,1200,1.6e-05,9e-06,134000000.0,0.00108,16.22
5e-06,1200,1.6e-05,1e-05,134000000.0,0.00109,16.36
5e-06,1200,1.6e-05,1.1e-05,133000000.0,0.00109,16.47
5e-06,1200,1.6e-05,1.2e-05,133000000.0,0.00109,16.55
5e-06,1200,1.7e-05,5e-06,139000000.0,0.00107,14.3
5e-06,1200,1.7e-05,6e-06,137000000.0,0.00108,15.31
5e-06,1200,1.7e-05,7e-06,136000000.0,0.00109,15.86
5e-06,1200,1.7e-05,8e-06,135000000.0,0.0011,16.19
5e-06,1200,1.7e-05,9e-06,134000000.0,0.0011,16.41
5e-06,1200,1.7e-05,1e-05,134000000.0,0.0011,16.57
5e-06,1200,1.7e-05,1.1e-05,133000000.0,0.00111,16.68
5e-06,1200,1.7e-05,1.2e-05,133000000.0,0.00111,16.77
5e-06,1300,6e-06,5e-06,124000000.0,0.000765,11.97
5e-06,1300,6e-06,6e-06,124000000.0,0.00077,12.21
5e-06,1300,6e-06,7e-06,124000000.0,0.000774,12.36
5e-06,1300,6e-06,8e-06,123000000.0,0.000777,12.47
5e-06,1300,6e-06,9e-06,123000000.0,0.000779,12.55
5e-06,1300,6e-06,1e-05,123000000.0,0.000782,12.61
5e-06,1300,6e-06,1.1e-05,123000000.0,0.000783,12.66
5e-06,1300,6e-06,1.2e-05,123000000.0,0.000785,12.7
5e-06,1300,7e-06,5e-06,125000000.0,0.000814,12.68
5e-06,1300,7e-06,6e-06,124000000.0,0.000819,12.97
5e-06,1300,7e-06,7e-06,124000000.0,0.000824,13.15
5e-06,1300,7e-06,8e-06,124000000.0,0.000827,13.27
5e-06,1300,7e-06,9e-06,124000000.0,0.00083,13.36
5e-06,1300,7e-06,1e-05,123000000.0,0.000832,13.43
5e-06,1300,7e-06,1.1e-05,123000000.0,0.000834,13.48
5e-06,1300,7e-06,1.2e-05,123000000.0,0.000835,13.53
5e-06,1300,8e-06,5e-06,125000000.0,0.000855,13.23
5e-06,1300,8e-06,6e-06,125000000.0,0.000862,13.57
5e-06,1300,8e-06,7e-06,124000000.0,0.000866,13.78
5e-06,1300,8e-06,8e-06,124000000.0,0.00087,13.92
5e-06,1300,8e-06,9e-06,124000000.0,0.000873,14.02
5e-06,1300,8e-06,1e-05,124000000.0,0.000875,14.1
5e-06,1300,8e-06,1.1e-05,123000000.0,0.000877,14.16
5e-06,1300,8e-06,1.2e-05,123000000.0,0.000879,14.21
5e-06,1300,9e-06,5e-06,126000000.0,0.000892,13.65
5e-06,1300,9e-06,6e-06,125000000.0,0.000898,14.06
5e-06,1300,9e-06,7e-06,125000000.0,0.000903,14.31
5e-06,1300,9e-06,8e-06,124000000.0,0.000907,14.47
5e-06,1300,9e-06,9e-06,124000000.0,0.00091,14.58
5e-06,1300,9e-06,1e-05,124000000.0,0.000913,14.66
5e-06,1300,9e-06,1.1e-05,124000000.0,0.000915,14.73
5e-06,1300,9e-06,1.2e-05,123000000.0,0.000917,14.79
5e-06,1300,1e-05,5e-06,126000000.0,0.000923,13.99
5e-06,1300,1e-05,6e-06,125000000.0,0.000931,14.47
5e-06,1300,1e-05,7e-06,125000000.0,0.000936,14.74
5e-06,1300,1e-05,8e-06,125000000.0,0.00094,14.92
5e-06,1300,1e-05,9e-06,124000000.0,0.000943,15.05
5e-06,1300,1e-05,1e-05,124000000.0,0.000946,15.14
5e-06,1300,1e-05,1.1e-05,124000000.0,0.000948,15.22
5e-06,1300,1e-05,1.2e-05,124000000.0,0.00095,15.28
5e-06,1300,1.1e-05,5e-06,127000000.0,0.000951,14.25
5e-06,1300,1.1e-05,6e-06,126000000.0,0.000959,14.8
5e-06,1300,1.1e-05,7e-06,125000000.0,0.000965,15.11
5e-06,1300,1.1e-05,8e-06,125000000.0,0.000969,15.31
5e-06,1300,1.1e-05,9e-06,125000000.0,0.000972,15.45
5e-06,1300,1.1e-05,1e-05,124000000.0,0.000975,15.56
5e-06,1300,1.1e-05,1.1e-05,124000000.0,0.000977,15.64
5e-06,1300,1.1e-05,1.2e-05,124000000.0,0.000979,15.7
5e-06,1300,1.2e-05,5e-06,127000000.0,0.000976,14.44
5e-06,1300,1.2e-05,6e-06,126000000.0,0.000985,15.07
5e-06,1300,1.2e-05,7e-06,126000000.0,0.000991,15.43
5e-06,1300,1.2e-05,8e-06,125000000.0,0.000995,15.65
5e-06,1300,1.2e-05,9e-06,125000000.0,0.000998,15.8
5e-06,1300,1.2e-05,1e-05,124000000.0,0.001,15.92
5e-06,1300,1.2e-05,1.1e-05,124000000.0,0.001,16.0
5e-06,1300,1.2e-05,1.2e-05,124000000.0,0.00101,16.07
5e-06,1300,1.3e-05,5e-06,128000000.0,0.000999,14.58
5e-06,1300,1.3e-05,6e-06,127000000.0,0.00101,15.3
5e-06,1300,1.3e-05,7e-06,126000000.0,0.00101,15.69
5e-06,1300,1.3e-05,8e-06,125000000.0,0.00102,15.94
5e-06,1300,1.3e-05,9e-06,125000000.0,0.00102,16.11
5e-06,1300,1.3e-05,1e-05,125000000.0,0.00103,16.23
5e-06,1300,1.3e-05,1.1e-05,124000000.0,0.00103,16.33
5e-06,1300,1.3e-05,1.2e-05,124000000.0,0.00103,16.4
5e-06,1300,1.4e-05,5e-06,128000000.0,0.00102,14.67
5e-06,1300,1.4e-05,6e-06,127000000.0,0.00103,15.48
5e-06,1300,1.4e-05,7e-06,126000000.0,0.00104,15.92
5e-06,1300,1.4e-05,8e-06,126000000.0,0.00104,16.19
5e-06,1300,1.4e-05,9e-06,125000000.0,0.00104,16.38
5e-06,1300,1.4e-05,1e-05,125000000.0,0.00105,16.51
5e-06,1300,1.4e-05,1.1e-05,125000000.0,0.00105,16.61
5e-06,1300,1.4e-05,1.2e-05,124000000.0,0.00105,16.69
5e-06,1300,1.5e-05,5e-06,129000000.0,0.00104,14.73
5e-06,1300,1.5e-05,6e-06,127000000.0,0.00105,15.63
5e-06,1300,1.5e-05,7e-06,127000000.0,0.00106,16.12
5e-06,1300,1.5e-05,8e-06,126000000.0,0.00106,16.42
5e-06,1300,1.5e-05,9e-06,125000000.0,0.00106,16.62
5e-06,1300,1.5e-05,1e-05,125000000.0,0.00107,16.76
5e-06,1300,1.5e-05,1.1e-05,125000000.0,0.00107,16.87
5e-06,1300,1.5e-05,1.2e-05,125000000.0,0.00107,16.95
5e-06,1300,1.6e-05,5e-06,130000000.0,0.00106,14.75
5e-06,1300,1.6e-05,6e-06,128000000.0,0.00107,15.74
5e-06,1300,1.6e-05,7e-06,127000000.0,0.00107,16.28
5e-06,1300,1.6e-05,8e-06,126000000.0,0.00108,16.61
5e-06,1300,1.6e-05,9e-06,126000000.0,0.00108,16.83
5e-06,1300,1.6e-05,1e-05,125000000.0,0.00109,16.98
5e-06,1300,1.6e-05,1.1e-05,125000000.0,0.00109,17.1
5e-06,1300,1.6e-05,1.2e-05,125000000.0,0.00109,17.19
5e-06,1300,1.7e-05,5e-06,130000000.0,0.00107,14.75
5e-06,1300,1.7e-05,6e-06,128000000.0,0.00108,15.83
5e-06,1300,1.7e-05,7e-06,127000000.0,0.00109,16.42
5e-06,1300,1.7e-05,8e-06,126000000.0,0.0011,16.78
5e-06,1300,1.7e-05,9e-06,126000000.0,0.0011,17.01
5e-06,1300,1.7e-05,1e-05,126000000.0,0.0011,17.18
5e-06,1300,1.7e-05,1.1e-05,125000000.0,0.0011,17.3
5e-06,1300,1.7e-05,1.2e-05,125000000.0,0.00111,17.4
5e-06,1400,6e-06,5e-06,117000000.0,0.000764,12.57
5e-06,1400,6e-06,6e-06,117000000.0,0.000769,12.82
5e-06,1400,6e-06,7e-06,117000000.0,0.000773,12.97
5e-06,1400,6e-06,8e-06,117000000.0,0.000776,13.08
5e-06,1400,6e-06,9e-06,117000000.0,0.000779,13.16
5e-06,1400,6e-06,1e-05,116000000.0,0.000781,13.22
5e-06,1400,6e-06,1.1e-05,116000000.0,0.000782,13.27
5e-06,1400,6e-06,1.2e-05,116000000.0,0.000784,13.31
5e-06,1400,7e-06,5e-06,118000000.0,0.000813,13.26
5e-06,1400,7e-06,6e-06,118000000.0,0.000819,13.56
5e-06,1400,7e-06,7e-06,117000000.0,0.000823,13.75
5e-06,1400,7e-06,8e-06,117000000.0,0.000826,13.88
5e-06,1400,7e-06,9e-06,117000000.0,0.000829,13.97
5e-06,1400,7e-06,1e-05,117000000.0,0.000831,14.04
5e-06,1400,7e-06,1.1e-05,116000000.0,0.000833,14.1
5e-06,1400,7e-06,1.2e-05,116000000.0,0.000835,14.14
5e-06,1400,8e-06,5e-06,118000000.0,0.000854,13.79
5e-06,1400,8e-06,6e-06,118000000.0,0.000861,14.16
5e-06,1400,8e-06,7e-06,118000000.0,0.000865,14.38
5e-06,1400,8e-06,8e-06,117000000.0,0.000869,14.52
5e-06,1400,8e-06,9e-06,117000000.0,0.000872,14.63
5e-06,1400,8e-06,1e-05,117000000.0,0.000874,14.71
5e-06,1400,8e-06,1.1e-05,117000000.0,0.000876,14.77
5e-06,1400,8e-06,1.2e-05,117000000.0,0.000878,14.82
5e-06,1400,9e-06,5e-06,119000000.0,0.00089,14.21
5e-06,1400,9e-06,6e-06,118000000.0,0.000897,14.64
5e-06,1400,9e-06,7e-06,118000000.0,0.000902,14.89
5e-06,1400,9e-06,8e-06,118000000.0,0.000906,15.06
5e-06,1400,9e-06,9e-06,117000000.0,0.000909,15.18
5e-06,1400,9e-06,1e-05,117000000.0,0.000912,15.27
5e-06,1400,9e-06,1.1e-05,117000000.0,0.000914,15.34
5e-06,1400,9e-06,1.2e-05,117000000.0,0.000916,15.39
5e-06,1400,1e-05,5e-06,119000000.0,0.000922,14.52
5e-06,1400,1e-05,6e-06,119000000.0,0.00093,15.03
5e-06,1400,1e-05,7e-06,118000000.0,0.000935,15.32
5e-06,1400,1e-05,8e-06,118000000.0,0.000939,15.51
5e-06,1400,1e-05,9e-06,118000000.0,0.000942,15.64
5e-06,1400,1e-05,1e-05,117000000.0,0.000945,15.74
5e-06,1400,1e-05,1.1e-05,117000000.0,0.000947,15.82
5e-06,1400,1e-05,1.2e-05,117000000.0,0.000949,15.88
5e-06,1400,1.1e-05,5e-06,120000000.0,0.00095,14.76
5e-06,1400,1.1e-05,6e-06,119000000.0,0.000958,15.35
5e-06,1400,1.1e-05,7e-06,118000000.0,0.000964,15.68
5e-06,1400,1.1e-05,8e-06,118000000.0,0.000968,15.89
5e-06,1400,1.1e-05,9e-06,118000000.0,0.000971,16.04
5e-06,1400,1.1e-05,1e-05,118000000.0,0.000974,16.15
5e-06,1400,1.1e-05,1.1e-05,117000000.0,0.000976,16.23
5e-06,1400,1.1e-05,1.2e-05,117000000.0,0.000978,16.3
5e-06,1400,1.2e-05,5e-06,120000000.0,0.000975,14.93
5e-06,1400,1.2e-05,6e-06,119000000.0,0.000984,15.6
5e-06,1400,1.2e-05,7e-06,119000000.0,0.00099,15.98
5e-06,1400,1.2e-05,8e-06,118000000.0,0.000994,16.22
5e-06,1400,1.2e-05,9e-06,118000000.0,0.000997,16.38
5e-06,1400,1.2e-05,1e-05,118000000.0,0.001,16.5
5e-06,1400,1.2e-05,1.1e-05,118000000.0,0.001,16.59
5e-06,1400,1.2e-05,1.2e-05,117000000.0,0.00101,16.66
5e-06,1400,1.3e-05,5e-06,121000000.0,0.000997,15.05
5e-06,1400,1.3e-05,6e-06,120000000.0,0.00101,15.81
5e-06,1400,1.3e-05,7e-06,119000000.0,0.00101,16.24
5e-06,1400,1.3e-05,8e-06,119000000.0,0.00102,16.5
5e-06,1400,1.3e-05,9e-06,118000000.0,0.00102,16.68
5e-06,1400,1.3e-05,1e-05,118000000.0,0.00102,16.81
5e-06,1400,1.3e-05,1.1e-05,118000000.0,0.00103,16.91
5e-06,1400,1.3e-05,1.2e-05,118000000.0,0.00103,16.99
5e-06,1400,1.4e-05,5e-06,122000000.0,0.00102,15.12
5e-06,1400,1.4e-05,6e-06,120000000.0,0.00103,15.98
5e-06,1400,1.4e-05,7e-06,120000000.0,0.00103,16.45
5e-06,1400,1.4e-05,8e-06,119000000.0,0.00104,16.75
5e-06,1400,1.4e-05,9e-06,119000000.0,0.00104,16.94
5e-06,1400,1.4e-05,1e-05,118000000.0,0.00105,17.08
5e-06,1400,1.4e-05,1.1e-05,118000000.0,0.00105,17.19
5e-06,1400,1.4e-05,1.2e-05,118000000.0,0.00105,17.27
5e-06,1400,1.5e-05,5e-06,122000000.0,0.00104,15.15
5e-06,1400,1.5e-05,6e-06,121000000.0,0.00105,16.11
5e-06,1400,1.5e-05,7e-06,120000000.0,0.00105,16.64
5e-06,1400,1.5e-05,8e-06,119000000.0,0.00106,16.96
5e-06,1400,1.5e-05,9e-06,119000000.0,0.00106,17.17
5e-06,1400,1.5e-05,1e-05,118000000.0,0.00107,17.33
5e-06,1400,1.5e-05,1.1e-05,118000000.0,0.00107,17.44
5e-06,1400,1.5e-05,1.2e-05,118000000.0,0.00107,17.53
5e-06,1400,1.6e-05,5e-06,123000000.0,0.00105,15.15
5e-06,1400,1.6e-05,6e-06,121000000.0,0.00106,16.21
5e-06,1400,1.6e-05,7e-06,120000000.0,0.00107,16.79
5e-06,1400,1.6e-05,8e-06,120000000.0,0.00108,17.14
5e-06,1400,1.6e-05,9e-06,119000000.0,0.00108,17.37
5e-06,1400,1.6e-05,1e-05,119000000.0,0.00108,17.54
5e-06,1400,1.6e-05,1.1e-05,118000000.0,0.00109,17.66
5e-06,1400,1.6e-05,1.2e-05,118000000.0,0.00109,17.76
5e-06,1400,1.7e-05,5e-06,124000000.0,0.00107,15.11
5e-06,1400,1.7e-05,6e-06,122000000.0,0.00108,16.27
5e-06,1400,1.7e-05,7e-06,121000000.0,0.00109,16.91
5e-06,1400,1.7e-05,8e-06,120000000.0,0.00109,17.3
5e-06,1400,1.7e-05,9e-06,119000000.0,0.0011,17.55
5e-06,1400,1.7e-05,1e-05,119000000.0,0.0011,17.73
5e-06,1400,1.7e-05,1.1e-05,119000000.0,0.0011,17.86
5e-06,1400,1.7e-05,1.2e-05,118000000.0,0.00111,17.96
5e-06,1500,6e-06,5e-06,112000000.0,0.000763,13.12
5e-06,1500,6e-06,6e-06,112000000.0,0.000768,13.37
5e-06,1500,6e-06,7e-06,111000000.0,0.000772,13.53
5e-06,1500,6e-06,8e-06,111000000.0,0.000775,13.65
5e-06,1500,6e-06,9e-06,111000000.0,0.000778,13.73
5e-06,1500,6e-06,1e-05,111000000.0,0.00078,13.79
5e-06,1500,6e-06,1.1e-05,111000000.0,0.000782,13.84
5e-06,1500,6e-06,1.2e-05,111000000.0,0.000783,13.89
5e-06,1500,7e-06,5e-06,112000000.0,0.000812,13.8
5e-06,1500,7e-06,6e-06,112000000.0,0.000818,14.11
5e-06,1500,7e-06,7e-06,112000000.0,0.000822,14.3
5e-06,1500,7e-06,8e-06,111000000.0,0.000825,14.43
5e-06,1500,7e-06,9e-06,111000000.0,0.000828,14.53
5e-06,1500,7e-06,1e-05,111000000.0,0.000831,14.6
5e-06,1500,7e-06,1.1e-05,111000000.0,0.000833,14.66
5e-06,1500,7e-06,1.2e-05,111000000.0,0.000834,14.71
5e-06,1500,8e-06,5e-06,113000000.0,0.000853,14.31
5e-06,1500,8e-06,6e-06,112000000.0,0.00086,14.69
5e-06,1500,8e-06,7e-06,112000000.0,0.000865,14.92
5e-06,1500,8e-06,8e-06,112000000.0,0.000868,15.08
5e-06,1500,8e-06,9e-06,112000000.0,0.000871,15.18
5e-06,1500,8e-06,1e-05,111000000.0,0.000874,15.27
5e-06,1500,8e-06,1.1e-05,111000000.0,0.000876,15.33
5e-06,1500,8e-06,1.2e-05,111000000.0,0.000878,15.39
5e-06,1500,9e-06,5e-06,113000000.0,0.000889,14.71
5e-06,1500,9e-06,6e-06,113000000.0,0.000896,15.16
5e-06,1500,9e-06,7e-06,112000000.0,0.000901,15.43
5e-06,1500,9e-06,8e-06,112000000.0,0.000905,15.6
5e-06,1500,9e-06,9e-06,112000000.0,0.000908,15.73
5e-06,1500,9e-06,1e-05,112000000.0,0.000911,15.82
5e-06,1500,9e-06,1.1e-05,111000000.0,0.000913,15.89
5e-06,1500,9e-06,1.2e-05,111000000.0,0.000915,15.95
5e-06,1500,1e-05,5e-06,114000000.0,0.000921,15.0
5e-06,1500,1e-05,6e-06,113000000.0,0.000928,15.54
5e-06,1500,1e-05,7e-06,113000000.0,0.000934,15.85
5e-06,1500,1e-05,8e-06,112000000.0,0.000938,16.05
5e-06,1500,1e-05,9e-06,112000000.0,0.000941,16.19
5e-06,1500,1e-05,1e-05,112000000.0,0.000944,16.29
5e-06,1500,1e-05,1.1e-05,112000000.0,0.000946,16.37
5e-06,1500,1e-05,1.2e-05,111000000.0,0.000948,16.43
5e-06,1500,1.1e-05,5e-06,114000000.0,0.000948,15.22
5e-06,1500,1.1e-05,6e-06,114000000.0,0.000957,15.84
5e-06,1500,1.1e-05,7e-06,113000000.0,0.000963,16.19
5e-06,1500,1.1e-05,8e-06,113000000.0,0.000967,16.42
5e-06,1500,1.1e-05,9e-06,112000000.0,0.00097,16.58
5e-06,1500,1.1e-05,1e-05,112000000.0,0.000973,16.69
5e-06,1500,1.1e-05,1.1e-05,112000000.0,0.000975,16.78
5e-06,1500,1.1e-05,1.2e-05,112000000.0,0.000977,16.85
5e-06,1500,1.2e-05,5e-06,115000000.0,0.000973,15.36
5e-06,1500,1.2e-05,6e-06,114000000.0,0.000982,16.08
5e-06,1500,1.2e-05,7e-06,113000000.0,0.000988,16.49
5e-06,1500,1.2e-05,8e-06,113000000.0,0.000993,16.74
5e-06,1500,1.2e-05,9e-06,113000000.0,0.000996,16.91
5e-06,1500,1.2e-05,1e-05,112000000.0,0.000999,17.04
5e-06,1500,1.2e-05,1.1e-05,112000000.0,0.001,17.13
5e-06,1500,1.2e-05,1.2e-05,112000000.0,0.001,17.21
5e-06,1500,1.3e-05,5e-06,116000000.0,0.000995,15.45
5e-06,1500,1.3e-05,6e-06,114000000.0,0.00101,16.27
5e-06,1500,1.3e-05,7e-06,114000000.0,0.00101,16.73
5e-06,1500,1.3e-05,8e-06,113000000.0,0.00102,17.01
5e-06,1500,1.3e-05,9e-06,113000000.0,0.00102,17.2
5e-06,1500,1.3e-05,1e-05,113000000.0,0.00102,17.34
5e-06,1500,1.3e-05,1.1e-05,112000000.0,0.00103,17.44
5e-06,1500,1.3e-05,1.2e-05,112000000.0,0.00103,17.52
5e-06,1500,1.4e-05,5e-06,116000000.0,0.00102,15.5
5e-06,1500,1.4e-05,6e-06,115000000.0,0.00103,16.42
5e-06,1500,1.4e-05,7e-06,114000000.0,0.00103,16.93
5e-06,1500,1.4e-05,8e-06,114000000.0,0.00104,17.24
5e-06,1500,1.4e-05,9e-06,113000000.0,0.00104,17.45
5e-06,1500,1.4e-05,1e-05,113000000.0,0.00104,17.6
5e-06,1500,1.4e-05,1.1e-05,113000000.0,0.00105,17.72
5e-06,1500,1.4e-05,1.2e-05,112000000.0,0.00105,17.8
5e-06,1500,1.5e-05,5e-06,117000000.0,0.00103,15.5
5e-06,1500,1.5e-05,6e-06,115000000.0,0.00105,16.52
5e-06,1500,1.5e-05,7e-06,114000000.0,0.00105,17.09
5e-06,1500,1.5e-05,8e-06,114000000.0,0.00106,17.44
5e-06,1500,1.5e-05,9e-06,113000000.0,0.00106,17.67
5e-06,1500,1.5e-05,1e-05,113000000.0,0.00106,17.83
5e-06,1500,1.5e-05,1.1e-05,113000000.0,0.00107,17.96
5e-06,1500,1.5e-05,1.2e-05,113000000.0,0.00107,18.05
5e-06,1500,1.6e-05,5e-06,118000000.0,0.00105,15.46
5e-06,1500,1.6e-05,6e-06,116000000.0,0.00106,16.6
5e-06,1500,1.6e-05,7e-06,115000000.0,0.00107,17.23
5e-06,1500,1.6e-05,8e-06,114000000.0,0.00108,17.61
5e-06,1500,1.6e-05,9e-06,114000000.0,0.00108,17.86
5e-06,1500,1.6e-05,1e-05,113000000.0,0.00108,18.04
5e-06,1500,1.6e-05,1.1e-05,113000000.0,0.00109,18.17
5e-06,1500,1.6e-05,1.2e-05,113000000.0,0.00109,18.27
5e-06,1500,1.7e-05,5e-06,118000000.0,0.00107,15.39
5e-06,1500,1.7e-05,6e-06,117000000.0,0.00108,16.64
5e-06,1500,1.7e-05,7e-06,115000000.0,0.00109,17.33
5e-06,1500,1.7e-05,8e-06,115000000.0,0.00109,17.75
5e-06,1500,1.7e-05,9e-06,114000000.0,0.0011,18.03
