C1,C2,Ld,Lg,Ls,WN1,WN2,GTMax,S11Min,NFMin,Bandwidth,PowerConsumption
3e-13,2e-13,4e-09,1.04e-08,7.47e-10,5.25e-06,5.75e-06,14.91,-13.34,1.85,3940000000.0,0.0163
3e-13,2e-13,4e-09,1.04e-08,7.47e-10,5.25e-06,6e-06,14.92,-13.32,1.849,3920000000.0,0.0164
3e-13,2e-13,4e-09,1.04e-08,7.47e-10,5.5e-06,5e-06,15.04,-13.53,1.859,3880000000.0,0.0168
3e-13,2e-13,4e-09,1.04e-08,7.47e-10,5.5e-06,5.25e-06,15.06,-13.56,1.856,3870000000.0,0.0169
3e-13,2e-13,4e-09,1.04e-08,7.47e-10,5.5e-06,5.5e-06,15.08,-13.57,1.854,3850000000.0,0.0169
3e-13,2e-13,4e-09,1.04e-08,7.47e-10,5.5e-06,5.75e-06,15.1,-13.58,1.852,3830000000.0,0.0169
3e-13,2e-13,4e-09,1.04e-08,7.47e-10,5.5e-06,6e-06,15.12,-13.59,1.851,3820000000.0,0.017
3e-13,2e-13,4e-09,1.04e-08,7.47e-10,5.75e-06,5e-06,15.22,-13.76,1.861,3790000000.0,0.0174
3e-13,2e-13,4e-09,1.04e-08,7.47e-10,5.75e-06,5.25e-06,15.24,-13.73,1.858,3770000000.0,0.0174
3e-13,2e-13,4e-09,1.04e-08,7.47e-10,5.75e-06,5.5e-06,15.26,-13.71,1.856,3760000000.0,0.0175
3e-13,2e-13,4e-09,1.04e-08,7.47e-10,5.75e-06,5.75e-06,15.28,-13.75,1.854,3740000000.0,0.0175
3e-13,2e-13,4e-09,1.04e-08,7.47e-10,5.75e-06,6e-06,15.29,-13.78,1.852,3730000000.0,0.0176
3e-13,2e-13,4e-09,1.04e-08,7.47e-10,6e-06,5e-06,15.37,-14.03,1.865,3700000000.0,0.018
3e-13,2e-13,4e-09,1.04e-08,7.47e-10,6e-06,5.25e-06,15.39,-14.02,1.863,3690000000.0,0.018
3e-13,2e-13,4e-09,1.04e-08,7.47e-10,6e-06,5.5e-06,15.41,-14.01,1.86,3680000000.0,0.0181
3e-13,2e-13,4e-09,1.04e-08,7.47e-10,6e-06,5.75e-06,15.43,-14.0,1.859,3660000000.0,0.0181
3e-13,2e-13,4e-09,1.04e-08,7.47e-10,6e-06,6e-06,15.45,-13.98,1.857,3650000000.0,0.0182
3e-13,2e-13,4e-09,1.04e-08,6e-10,5e-06,5e-06,15.34,-16.06,1.814,4500000000.0,0.0156
3e-13,2e-13,4e-09,1.04e-08,6e-10,5e-06,5.25e-06,15.36,-15.99,1.812,4500000000.0,0.0157
3e-13,2e-13,4e-09,1.04e-08,6e-10,5e-06,5.5e-06,15.38,-15.92,1.81,4480000000.0,0.0157
3e-13,2e-13,4e-09,1.04e-08,6e-10,5e-06,5.75e-06,15.39,-15.85,1.809,4460000000.0,0.0157
3e-13,2e-13,4e-09,1.04e-08,6e-10,5e-06,6e-06,15.41,-15.78,1.807,4450000000.0,0.0158
3e-13,2e-13,4e-09,1.04e-08,6e-10,5.25e-06,5e-06,15.59,-16.15,1.816,4330000000.0,0.0162
3e-13,2e-13,4e-09,1.04e-08,6e-10,5.25e-06,5.25e-06,15.61,-16.15,1.813,4320000000.0,0.0163
3e-13,2e-13,4e-09,1.04e-08,6e-10,5.25e-06,5.5e-06,15.63,-16.13,1.811,4300000000.0,0.0163
3e-13,2e-13,4e-09,1.04e-08,6e-10,5.25e-06,5.75e-06,15.65,-16.11,1.809,4290000000.0,0.0163
3e-13,2e-13,4e-09,1.04e-08,6e-10,5.25e-06,6e-06,15.67,-16.09,1.808,4270000000.0,0.0164
3e-13,2e-13,4e-09,1.04e-08,6e-10,5.5e-06,5e-06,15.82,-16.42,1.821,4170000000.0,0.0168
3e-13,2e-13,4e-09,1.04e-08,6e-10,5.5e-06,5.25e-06,15.84,-16.31,1.819,4160000000.0,0.0169
3e-13,2e-13,4e-09,1.04e-08,6e-10,5.5e-06,5.5e-06,15.86,-16.2,1.817,4150000000.0,0.0169
3e-13,2e-13,4e-09,1.04e-08,6e-10,5.5e-06,5.75e-06,15.88,-16.09,1.815,4130000000.0,0.0169
3e-13,2e-13,4e-09,1.04e-08,6e-10,5.5e-06,6e-06,15.9,-16.11,1.813,4120000000.0,0.017
3e-13,2e-13,4e-09,1.04e-08,6e-10,5.75e-06,5e-06,16.03,-16.72,1.823,4030000000.0,0.0174
3e-13,2e-13,4e-09,1.04e-08,6e-10,5.75e-06,5.25e-06,16.05,-16.67,1.82,4020000000.0,0.0174
3e-13,2e-13,4e-09,1.04e-08,6e-10,5.75e-06,5.5e-06,16.07,-16.61,1.818,4010000000.0,0.0175
3e-13,2e-13,4e-09,1.04e-08,6e-10,5.75e-06,5.75e-06,16.09,-16.55,1.816,4000000000.0,0.0175
3e-13,2e-13,4e-09,1.04e-08,6e-10,5.75e-06,6e-06,16.11,-16.48,1.815,3990000000.0,0.0176
3e-13,2e-13,4e-09,1.04e-08,6e-10,6e-06,5e-06,16.22,-16.75,1.829,3910000000.0,0.018
3e-13,2e-13,4e-09,1.04e-08,6e-10,6e-06,5.25e-06,16.24,-16.76,1.826,3900000000.0,0.018
3e-13,2e-13,4e-09,1.04e-08,6e-10,6e-06,5.5e-06,16.26,-16.76,1.823,3890000000.0,0.0181
3e-13,2e-13,4e-09,1.04e-08,6e-10,6e-06,5.75e-06,16.28,-16.75,1.821,3880000000.0,0.0181
3e-13,2e-13,4e-09,1.04e-08,6e-10,6e-06,6e-06,16.3,-16.74,1.819,3870000000.0,0.0182
3e-13,2e-13,4e-09,1.04e-08,7e-10,5e-06,5e-06,14.86,-13.82,1.841,4240000000.0,0.0156
3e-13,2e-13,4e-09,1.04e-08,7e-10,5e-06,5.25e-06,14.88,-13.81,1.839,4220000000.0,0.0157
3e-13,2e-13,4e-09,1.04e-08,7e-10,5e-06,5.5e-06,14.9,-13.79,1.837,4200000000.0,0.0157
3e-13,2e-13,4e-09,1.04e-08,7e-10,5e-06,5.75e-06,14.91,-13.77,1.836,4180000000.0,0.0157
3e-13,2e-13,4e-09,1.04e-08,7e-10,5e-06,6e-06,14.93,-13.74,1.834,4160000000.0,0.0158
3e-13,2e-13,4e-09,1.04e-08,7e-10,5.25e-06,5e-06,15.09,-13.91,1.843,4090000000.0,0.0162
3e-13,2e-13,4e-09,1.04e-08,7e-10,5.25e-06,5.25e-06,15.11,-13.93,1.841,4070000000.0,0.0163
3e-13,2e-13,4e-09,1.04e-08,7e-10,5.25e-06,5.5e-06,15.13,-13.95,1.839,4060000000.0,0.0163
3e-13,2e-13,4e-09,1.04e-08,7e-10,5.25e-06,5.75e-06,15.14,-13.96,1.837,4040000000.0,0.0163
3e-13,2e-13,4e-09,1.04e-08,7e-10,5.25e-06,6e-06,15.16,-13.96,1.835,4020000000.0,0.0164
3e-13,2e-13,4e-09,1.04e-08,7e-10,5.5e-06,5e-06,15.29,-14.23,1.846,3970000000.0,0.0168
3e-13,2e-13,4e-09,1.04e-08,7e-10,5.5e-06,5.25e-06,15.31,-14.19,1.844,3950000000.0,0.0169
3e-13,2e-13,4e-09,1.04e-08,7e-10,5.5e-06,5.5e-06,15.33,-14.15,1.842,3940000000.0,0.0169
3e-13,2e-13,4e-09,1.04e-08,7e-10,5.5e-06,5.75e-06,15.35,-14.11,1.84,3920000000.0,0.0169
3e-13,2e-13,4e-09,1.04e-08,7e-10,5.5e-06,6e-06,15.37,-14.06,1.838,3900000000.0,0.017
3e-13,2e-13,4e-09,1.04e-08,7e-10,5.75e-06,5e-06,15.47,-14.44,1.848,3860000000.0,0.0174
3e-13,2e-13,4e-09,1.04e-08,7e-10,5.75e-06,5.25e-06,15.5,-14.44,1.845,3840000000.0,0.0174
3e-13,2e-13,4e-09,1.04e-08,7e-10,5.75e-06,5.5e-06,15.52,-14.43,1.843,3830000000.0,0.0175
3e-13,2e-13,4e-09,1.04e-08,7e-10,5.75e-06,5.75e-06,15.54,-14.42,1.841,3810000000.0,0.0175
3e-13,2e-13,4e-09,1.04e-08,7e-10,5.75e-06,6e-06,15.55,-14.4,1.839,3800000000.0,0.0176
3e-13,2e-13,4e-09,1.04e-08,7e-10,6e-06,5e-06,15.64,-14.54,1.854,3760000000.0,0.018
3e-13,2e-13,4e-09,1.04e-08,7e-10,6e-06,5.25e-06,15.66,-14.57,1.851,3750000000.0,0.018
3e-13,2e-13,4e-09,1.04e-08,7e-10,6e-06,5.5e-06,15.68,-14.6,1.849,3740000000.0,0.0181
3e-13,2e-13,4e-09,1.04e-08,7e-10,6e-06,5.75e-06,15.7,-14.62,1.846,3720000000.0,0.0181
3e-13,2e-13,4e-09,1.04e-08,7e-10,6e-06,6e-06,15.72,-14.63,1.844,3710000000.0,0.0182
3e-13,2e-13,4e-09,1.04e-08,8e-10,5e-06,5e-06,14.38,-12.59,1.871,4010000000.0,0.0156
3e-13,2e-13,4e-09,1.04e-08,8e-10,5e-06,5.25e-06,14.4,-12.6,1.869,3980000000.0,0.0157
3e-13,2e-13,4e-09,1.04e-08,8e-10,5e-06,5.5e-06,14.42,-12.61,1.867,3960000000.0,0.0157
3e-13,2e-13,4e-09,1.04e-08,8e-10,5e-06,5.75e-06,14.43,-12.61,1.866,3940000000.0,0.0157
3e-13,2e-13,4e-09,1.04e-08,8e-10,5e-06,6e-06,14.45,-12.61,1.864,3920000000.0,0.0158
3e-13,2e-13,4e-09,1.04e-08,8e-10,5.25e-06,5e-06,14.58,-12.75,1.874,3900000000.0,0.0162
3e-13,2e-13,4e-09,1.04e-08,8e-10,5.25e-06,5.25e-06,14.6,-12.79,1.871,3880000000.0,0.0163
3e-13,2e-13,4e-09,1.04e-08,8e-10,5.25e-06,5.5e-06,14.62,-12.82,1.869,3860000000.0,0.0163
3e-13,2e-13,4e-09,1.04e-08,8e-10,5.25e-06,5.75e-06,14.64,-12.85,1.867,3840000000.0,0.0163
3e-13,2e-13,4e-09,1.04e-08,8e-10,5.25e-06,6e-06,14.65,-12.87,1.865,3820000000.0,0.0164
3e-13,2e-13,4e-09,1.04e-08,8e-10,5.5e-06,5e-06,14.77,-13.03,1.874,3800000000.0,0.0168
3e-13,2e-13,4e-09,1.04e-08,8e-10,5.5e-06,5.25e-06,14.79,-13.03,1.871,3780000000.0,0.0169
3e-13,2e-13,4e-09,1.04e-08,8e-10,5.5e-06,5.5e-06,14.8,-13.02,1.869,3770000000.0,0.0169
3e-13,2e-13,4e-09,1.04e-08,8e-10,5.5e-06,5.75e-06,14.82,-13.01,1.867,3750000000.0,0.0169
3e-13,2e-13,4e-09,1.04e-08,8e-10,5.5e-06,6e-06,14.84,-13.05,1.865,3730000000.0,0.017
3e-13,2e-13,4e-09,1.04e-08,8e-10,5.75e-06,5e-06,14.93,-13.28,1.876,3720000000.0,0.0174
3e-13,2e-13,4e-09,1.04e-08,8e-10,5.75e-06,5.25e-06,14.95,-13.3,1.873,3700000000.0,0.0174
3e-13,2e-13,4e-09,1.04e-08,8e-10,5.75e-06,5.5e-06,14.97,-13.32,1.871,3680000000.0,0.0175
3e-13,2e-13,4e-09,1.04e-08,8e-10,5.75e-06,5.75e-06,14.98,-13.33,1.869,3670000000.0,0.0175
3e-13,2e-13,4e-09,1.04e-08,8e-10,5.75e-06,6e-06,15.0,-13.34,1.867,3650000000.0,0.0176
3e-13,2e-13,4e-09,1.04e-08,8e-10,6e-06,5e-06,15.07,-13.46,1.879,3640000000.0,0.018
3e-13,2e-13,4e-09,1.04e-08,8e-10,6e-06,5.25e-06,15.1,-13.52,1.876,3630000000.0,0.018
3e-13,2e-13,4e-09,1.04e-08,8e-10,6e-06,5.5e-06,15.11,-13.56,1.874,3620000000.0,0.0181
3e-13,2e-13,4e-09,1.04e-08,8e-10,6e-06,5.75e-06,15.13,-13.59,1.872,3600000000.0,0.0181
3e-13,2e-13,4e-09,1.04e-08,8e-10,6e-06,6e-06,15.15,-13.62,1.87,3580000000.0,0.0182
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,5e-06,5e-06,14.18,-11.94,1.916,4090000000.0,0.0156
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,5e-06,5.25e-06,14.2,-11.83,1.914,4060000000.0,0.0157
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,5e-06,5.5e-06,14.22,-11.73,1.912,4030000000.0,0.0157
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,5e-06,5.75e-06,14.24,-11.63,1.91,4000000000.0,0.0157
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,5e-06,6e-06,14.25,-11.55,1.909,3980000000.0,0.0158
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,5.25e-06,5e-06,14.39,-12.56,1.918,3980000000.0,0.0162
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,5.25e-06,5.25e-06,14.41,-12.45,1.915,3960000000.0,0.0163
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,5.25e-06,5.5e-06,14.43,-12.35,1.913,3930000000.0,0.0163
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,5.25e-06,5.75e-06,14.45,-12.26,1.911,3910000000.0,0.0163
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,5.25e-06,6e-06,14.46,-12.17,1.909,3880000000.0,0.0164
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,5.5e-06,5e-06,14.57,-13.18,1.916,3890000000.0,0.0168
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,5.5e-06,5.25e-06,14.6,-13.07,1.913,3870000000.0,0.0169
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,5.5e-06,5.5e-06,14.62,-12.97,1.911,3840000000.0,0.0169
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,5.5e-06,5.75e-06,14.64,-12.88,1.909,3820000000.0,0.0169
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,5.5e-06,6e-06,14.65,-12.79,1.907,3800000000.0,0.017
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,5.75e-06,5e-06,14.74,-13.78,1.918,3810000000.0,0.0174
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,5.75e-06,5.25e-06,14.77,-13.68,1.915,3790000000.0,0.0174
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,5.75e-06,5.5e-06,14.79,-13.58,1.912,3770000000.0,0.0175
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,5.75e-06,5.75e-06,14.81,-13.49,1.91,3740000000.0,0.0175
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,5.75e-06,6e-06,14.83,-13.41,1.908,3720000000.0,0.0176
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,6e-06,5e-06,14.89,-14.36,1.918,3740000000.0,0.018
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,6e-06,5.25e-06,14.92,-14.27,1.915,3720000000.0,0.018
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,6e-06,5.5e-06,14.94,-14.19,1.913,3700000000.0,0.0181
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,6e-06,5.75e-06,14.96,-14.11,1.911,3680000000.0,0.0181
3e-13,2e-13,4e-09,8.4e-09,7.47e-10,6e-06,6e-06,14.99,-14.03,1.909,3650000000.0,0.0182
3e-13,2e-13,4e-09,8.4e-09,6e-10,5e-06,5e-06,14.83,-15.83,1.866,4620000000.0,0.0156
3e-13,2e-13,4e-09,8.4e-09,6e-10,5e-06,5.25e-06,14.85,-15.68,1.864,4590000000.0,0.0157
3e-13,2e-13,4e-09,8.4e-09,6e-10,5e-06,5.5e-06,14.87,-15.54,1.862,4560000000.0,0.0157
3e-13,2e-13,4e-09,8.4e-09,6e-10,5e-06,5.75e-06,14.89,-15.4,1.861,4530000000.0,0.0157
3e-13,2e-13,4e-09,8.4e-09,6e-10,5e-06,6e-06,14.91,-15.28,1.859,4500000000.0,0.0158
3e-13,2e-13,4e-09,8.4e-09,6e-10,5.25e-06,5e-06,15.07,-16.56,1.867,4450000000.0,0.0162
3e-13,2e-13,4e-09,8.4e-09,6e-10,5.25e-06,5.25e-06,15.1,-16.44,1.865,4420000000.0,0.0163
3e-13,2e-13,4e-09,8.4e-09,6e-10,5.25e-06,5.5e-06,15.12,-16.33,1.863,4400000000.0,0.0163
3e-13,2e-13,4e-09,8.4e-09,6e-10,5.25e-06,5.75e-06,15.14,-16.21,1.861,4370000000.0,0.0163
3e-13,2e-13,4e-09,8.4e-09,6e-10,5.25e-06,6e-06,15.16,-16.1,1.859,4340000000.0,0.0164
3e-13,2e-13,4e-09,8.4e-09,6e-10,5.5e-06,5e-06,15.29,-17.08,1.87,4300000000.0,0.0168
3e-13,2e-13,4e-09,8.4e-09,6e-10,5.5e-06,5.25e-06,15.32,-17.01,1.867,4280000000.0,0.0169
3e-13,2e-13,4e-09,8.4e-09,6e-10,5.5e-06,5.5e-06,15.34,-16.93,1.865,4250000000.0,0.0169
3e-13,2e-13,4e-09,8.4e-09,6e-10,5.5e-06,5.75e-06,15.36,-16.85,1.863,4230000000.0,0.0169
3e-13,2e-13,4e-09,8.4e-09,6e-10,5.5e-06,6e-06,15.38,-16.78,1.862,4200000000.0,0.017
3e-13,2e-13,4e-09,8.4e-09,6e-10,5.75e-06,5e-06,15.49,-17.35,1.871,4170000000.0,0.0174
3e-13,2e-13,4e-09,8.4e-09,6e-10,5.75e-06,5.25e-06,15.52,-17.35,1.869,4150000000.0,0.0174
3e-13,2e-13,4e-09,8.4e-09,6e-10,5.75e-06,5.5e-06,15.54,-17.33,1.866,4130000000.0,0.0175
3e-13,2e-13,4e-09,8.4e-09,6e-10,5.75e-06,5.75e-06,15.57,-17.3,1.864,4100000000.0,0.0175
3e-13,2e-13,4e-09,8.4e-09,6e-10,5.75e-06,6e-06,15.58,-17.26,1.862,4080000000.0,0.0176
3e-13,2e-13,4e-09,8.4e-09,6e-10,6e-06,5e-06,15.68,-17.41,1.876,4060000000.0,0.018
3e-13,2e-13,4e-09,8.4e-09,6e-10,6e-06,5.25e-06,15.7,-17.46,1.873,4040000000.0,0.018
3e-13,2e-13,4e-09,8.4e-09,6e-10,6e-06,5.5e-06,15.73,-17.51,1.871,4020000000.0,0.0181
3e-13,2e-13,4e-09,8.4e-09,6e-10,6e-06,5.75e-06,15.75,-17.54,1.869,4000000000.0,0.0181
3e-13,2e-13,4e-09,8.4e-09,6e-10,6e-06,6e-06,15.77,-17.55,1.867,3980000000.0,0.0182
3e-13,2e-13,4e-09,8.4e-09,7e-10,5e-06,5e-06,14.39,-12.92,1.9,4240000000.0,0.0156
3e-13,2e-13,4e-09,8.4e-09,7e-10,5e-06,5.25e-06,14.41,-12.8,1.897,4210000000.0,0.0157
3e-13,2e-13,4e-09,8.4e-09,7e-10,5e-06,5.5e-06,14.43,-12.69,1.895,4180000000.0,0.0157
3e-13,2e-13,4e-09,8.4e-09,7e-10,5e-06,5.75e-06,14.45,-12.58,1.894,4150000000.0,0.0157
3e-13,2e-13,4e-09,8.4e-09,7e-10,5e-06,6e-06,14.46,-12.49,1.892,4120000000.0,0.0158
3e-13,2e-13,4e-09,8.4e-09,7e-10,5.25e-06,5e-06,14.61,-13.59,1.901,4110000000.0,0.0162
3e-13,2e-13,4e-09,8.4e-09,7e-10,5.25e-06,5.25e-06,14.63,-13.47,1.898,4080000000.0,0.0163
3e-13,2e-13,4e-09,8.4e-09,7e-10,5.25e-06,5.5e-06,14.65,-13.36,1.896,4060000000.0,0.0163
3e-13,2e-13,4e-09,8.4e-09,7e-10,5.25e-06,5.75e-06,14.67,-13.26,1.894,4030000000.0,0.0163
3e-13,2e-13,4e-09,8.4e-09,7e-10,5.25e-06,6e-06,14.69,-13.17,1.892,4000000000.0,0.0164
3e-13,2e-13,4e-09,8.4e-09,7e-10,5.5e-06,5e-06,14.8,-14.22,1.9,4000000000.0,0.0168
3e-13,2e-13,4e-09,8.4e-09,7e-10,5.5e-06,5.25e-06,14.83,-14.12,1.897,3980000000.0,0.0169
3e-13,2e-13,4e-09,8.4e-09,7e-10,5.5e-06,5.5e-06,14.85,-14.02,1.895,3950000000.0,0.0169
3e-13,2e-13,4e-09,8.4e-09,7e-10,5.5e-06,5.75e-06,14.87,-13.92,1.893,3930000000.0,0.0169
3e-13,2e-13,4e-09,8.4e-09,7e-10,5.5e-06,6e-06,14.89,-13.83,1.892,3900000000.0,0.017
3e-13,2e-13,4e-09,8.4e-09,7e-10,5.75e-06,5e-06,14.98,-14.81,1.902,3910000000.0,0.0174
3e-13,2e-13,4e-09,8.4e-09,7e-10,5.75e-06,5.25e-06,15.01,-14.72,1.899,3890000000.0,0.0174
3e-13,2e-13,4e-09,8.4e-09,7e-10,5.75e-06,5.5e-06,15.03,-14.63,1.897,3860000000.0,0.0175
3e-13,2e-13,4e-09,8.4e-09,7e-10,5.75e-06,5.75e-06,15.05,-14.55,1.895,3840000000.0,0.0175
3e-13,2e-13,4e-09,8.4e-09,7e-10,5.75e-06,6e-06,15.07,-14.47,1.893,3820000000.0,0.0176
3e-13,2e-13,4e-09,8.4e-09,7e-10,6e-06,5e-06,15.14,-15.35,1.904,3830000000.0,0.018
3e-13,2e-13,4e-09,8.4e-09,7e-10,6e-06,5.25e-06,15.17,-15.28,1.901,3810000000.0,0.018
3e-13,2e-13,4e-09,8.4e-09,7e-10,6e-06,5.5e-06,15.19,-15.21,1.899,3780000000.0,0.0181
3e-13,2e-13,4e-09,8.4e-09,7e-10,6e-06,5.75e-06,15.21,-15.14,1.897,3760000000.0,0.0181
3e-13,2e-13,4e-09,8.4e-09,7e-10,6e-06,6e-06,15.23,-15.08,1.895,3740000000.0,0.0182
3e-13,2e-13,4e-09,8.4e-09,8e-10,5e-06,5e-06,13.94,-11.02,1.937,3950000000.0,0.0156
3e-13,2e-13,4e-09,8.4e-09,8e-10,5e-06,5.25e-06,13.96,-10.92,1.934,3930000000.0,0.0157
3e-13,2e-13,4e-09,8.4e-09,8e-10,5e-06,5.5e-06,13.98,-10.83,1.932,3900000000.0,0.0157
3e-13,2e-13,4e-09,8.4e-09,8e-10,5e-06,5.75e-06,14.0,-10.75,1.93,3870000000.0,0.0157
3e-13,2e-13,4e-09,8.4e-09,8e-10,5e-06,6e-06,14.01,-10.67,1.929,3840000000.0,0.0158
3e-13,2e-13,4e-09,8.4e-09,8e-10,5.25e-06,5e-06,14.14,-11.6,1.936,3860000000.0,0.0162
3e-13,2e-13,4e-09,8.4e-09,8e-10,5.25e-06,5.25e-06,14.16,-11.49,1.934,3840000000.0,0.0163
3e-13,2e-13,4e-09,8.4e-09,8e-10,5.25e-06,5.5e-06,14.18,-11.4,1.932,3810000000.0,0.0163
3e-13,2e-13,4e-09,8.4e-09,8e-10,5.25e-06,5.75e-06,14.19,-11.31,1.93,3790000000.0,0.0163
3e-13,2e-13,4e-09,8.4e-09,8e-10,5.25e-06,6e-06,14.21,-11.23,1.928,3760000000.0,0.0164
3e-13,2e-13,4e-09,8.4e-09,8e-10,5.5e-06,5e-06,14.31,-12.18,1.934,3790000000.0,0.0168
3e-13,2e-13,4e-09,8.4e-09,8e-10,5.5e-06,5.25e-06,14.33,-12.07,1.931,3760000000.0,0.0169
3e-13,2e-13,4e-09,8.4e-09,8e-10,5.5e-06,5.5e-06,14.35,-11.98,1.929,3740000000.0,0.0169
3e-13,2e-13,4e-09,8.4e-09,8e-10,5.5e-06,5.75e-06,14.38,-11.89,1.927,3710000000.0,0.0169
3e-13,2e-13,4e-09,8.4e-09,8e-10,5.5e-06,6e-06,14.4,-11.8,1.925,3680000000.0,0.017
3e-13,2e-13,4e-09,8.4e-09,8e-10,5.75e-06,5e-06,14.47,-12.76,1.936,3720000000.0,0.0174
3e-13,2e-13,4e-09,8.4e-09,8e-10,5.75e-06,5.25e-06,14.49,-12.66,1.933,3690000000.0,0.0174
3e-13,2e-13,4e-09,8.4e-09,8e-10,5.75e-06,5.5e-06,14.52,-12.56,1.931,3670000000.0,0.0175
3e-13,2e-13,4e-09,8.4e-09,8e-10,5.75e-06,5.75e-06,14.54,-12.47,1.929,3640000000.0,0.0175
3e-13,2e-13,4e-09,8.4e-09,8e-10,5.75e-06,6e-06,14.57,-12.39,1.927,3610000000.0,0.0176
3e-13,2e-13,4e-09,8.4e-09,8e-10,6e-06,5e-06,14.61,-13.35,1.935,3660000000.0,0.018
3e-13,2e-13,4e-09,8.4e-09,8e-10,6e-06,5.25e-06,14.64,-13.25,1.932,3630000000.0,0.018
3e-13,2e-13,4e-09,8.4e-09,8e-10,6e-06,5.5e-06,14.67,-13.16,1.93,3610000000.0,0.0181
3e-13,2e-13,4e-09,8.4e-09,8e-10,6e-06,5.75e-06,14.69,-13.07,1.927,3580000000.0,0.0181
3e-13,2e-13,4e-09,8.4e-09,8e-10,6e-06,6e-06,14.72,-12.99,1.926,3550000000.0,0.0182
3e-13,2e-13,4e-09,9.4e-09,7.47e-10,5e-06,5e-06,14.4,-13.2,1.882,4130000000.0,0.0156
3e-13,2e-13,4e-09,9.4e-09,7.47e-10,5e-06,5.25e-06,14.42,-13.14,1.88,4100000000.0,0.0157
3e-13,2e-13,4e-09,9.4e-09,7.47e-10,5e-06,5.5e-06,14.44,-13.09,1.878,4080000000.0,0.0157
3e-13,2e-13,4e-09,9.4e-09,7.47e-10,5e-06,5.75e-06,14.46,-13.03,1.876,4050000000.0,0.0157
3e-13,2e-13,4e-09,9.4e-09,7.47e-10,5e-06,6e-06,14.48,-12.98,1.875,4020000000.0,0.0158
3e-13,2e-13,4e-09,9.4e-09,7.47e-10,5.25e-06,5e-06,14.62,-13.62,1.885,4010000000.0,0.0162
3e-13,2e-13,4e-09,9.4e-09,7.47e-10,5.25e-06,5.25e-06,14.64,-13.59,1.882,3990000000.0,0.0163
3e-13,2e-13,4e-09,9.4e-09,7.47e-10,5.25e-06,5.5e-06,14.66,-13.55,1.88,3960000000.0,0.0163
3e-13,2e-13,4e-09,9.4e-09,7.47e-10,5.25e-06,5.75e-06,14.67,-13.51,1.878,3940000000.0,0.0163
3e-13,2e-13,4e-09,9.4e-09,7.47e-10,5.25e-06,6e-06,14.69,-13.48,1.876,3920000000.0,0.0164
3e-13,2e-13,4e-09,9.4e-09,7.47e-10,5.5e-06,5e-06,14.81,-13.96,1.884,3910000000.0,0.0168
3e-13,2e-13,4e-09,9.4e-09,7.47e-10,5.5e-06,5.25e-06,14.83,-13.95,1.881,3880000000.0,0.0169
3e-13,2e-13,4e-09,9.4e-09,7.47e-10,5.5e-06,5.5e-06,14.85,-13.94,1.879,3860000000.0,0.0169
3e-13,2e-13,4e-09,9.4e-09,7.47e-10,5.5e-06,5.75e-06,14.87,-13.93,1.877,3840000000.0,0.0169
3e-13,2e-13,4e-09,9.4e-09,7.47e-10,5.5e-06,6e-06,14.88,-13.91,1.875,3820000000.0,0.017
3e-13,2e-13,4e-09,9.4e-09,7.47e-10,5.75e-06,5e-06,14.98,-14.22,1.886,3820000000.0,0.0174
3e-13,2e-13,4e-09,9.4e-09,7.47e-10,5.75e-06,5.25e-06,15.0,-14.24,1.883,3800000000.0,0.0174
3e-13,2e-13,4e-09,9.4e-09,7.47e-10,5.75e-06,5.5e-06,15.02,-14.26,1.881,3780000000.0,0.0175
3e-13,2e-13,4e-09,9.4e-09,7.47e-10,5.75e-06,5.75e-06,15.04,-14.28,1.879,3760000000.0,0.0175
3e-13,2e-13,4e-09,9.4e-09,7.47e-10,5.75e-06,6e-06,15.06,-14.28,1.877,3740000000.0,0.0176
3e-13,2e-13,4e-09,9.4e-09,7.47e-10,6e-06,5e-06,15.13,-14.39,1.888,3740000000.0,0.018
3e-13,2e-13,4e-09,9.4e-09,7.47e-10,6e-06,5.25e-06,15.16,-14.45,1.885,3720000000.0,0.018
