C,R,WLO,WRF,PowerConsumption,IFVoltageSwing,ConversionGain,NoiseFigure
5e-13,225,1e-05,2.3e-05,0.00892,0.00359,4.642,8.432
5e-13,225,1e-05,2.4e-05,0.00892,0.00363,4.713,8.44
5e-13,225,1e-05,2.5e-05,0.00892,0.00367,4.775,8.451
5e-13,225,5e-06,2e-05,0.00879,0.00343,4.287,8.47
5e-13,225,5e-06,1.5e-05,0.00878,0.00308,3.516,8.625
5e-13,225,5e-06,1.6e-05,0.00879,0.00317,3.716,8.571
5e-13,225,5e-06,1.7e-05,0.00879,0.00324,3.89,8.531
5e-13,225,5e-06,1.8e-05,0.00879,0.00332,4.042,8.501
5e-13,225,5e-06,1.9e-05,0.00879,0.00338,4.173,8.482
5e-13,225,5e-06,2.1e-05,0.00879,0.00348,4.385,8.466
5e-13,225,5e-06,2.2e-05,0.00879,0.00352,4.469,8.467
5e-13,225,5e-06,2.3e-05,0.00878,0.00357,4.54,8.474
5e-13,225,5e-06,2.4e-05,0.00878,0.0036,4.599,8.485
5e-13,225,5e-06,2.5e-05,0.00878,0.00363,4.647,8.5
5e-13,225,6e-06,2e-05,0.00884,0.00346,4.343,8.456
5e-13,225,6e-06,1.5e-05,0.00883,0.0031,3.558,8.619
5e-13,225,6e-06,1.6e-05,0.00884,0.00318,3.761,8.564
5e-13,225,6e-06,1.7e-05,0.00884,0.00326,3.938,8.522
5e-13,225,6e-06,1.8e-05,0.00884,0.00333,4.092,8.491
5e-13,225,6e-06,1.9e-05,0.00884,0.0034,4.226,8.47
5e-13,225,6e-06,2.1e-05,0.00884,0.00351,4.444,8.45
5e-13,225,6e-06,2.2e-05,0.00884,0.00356,4.531,8.449
5e-13,225,6e-06,2.3e-05,0.00884,0.00359,4.606,8.454
5e-13,225,6e-06,2.4e-05,0.00884,0.00363,4.669,8.463
5e-13,225,6e-06,2.5e-05,0.00884,0.00367,4.721,8.476
5e-13,225,7e-06,2e-05,0.00887,0.00346,4.36,8.451
5e-13,225,7e-06,1.5e-05,0.00886,0.0031,3.567,8.62
5e-13,225,7e-06,1.6e-05,0.00887,0.00319,3.772,8.563
5e-13,225,7e-06,1.7e-05,0.00887,0.00326,3.95,8.52
5e-13,225,7e-06,1.8e-05,0.00887,0.00334,4.105,8.488
5e-13,225,7e-06,1.9e-05,0.00887,0.0034,4.241,8.465
5e-13,225,7e-06,2.1e-05,0.00887,0.00352,4.463,8.443
5e-13,225,7e-06,2.2e-05,0.00887,0.00357,4.552,8.441
5e-13,225,7e-06,2.3e-05,0.00887,0.00361,4.629,8.444
5e-13,225,7e-06,2.4e-05,0.00887,0.00365,4.695,8.452
5e-13,225,7e-06,2.5e-05,0.00887,0.00368,4.75,8.464
5e-13,225,8e-06,2e-05,0.0089,0.00347,4.358,8.447
5e-13,225,8e-06,1.5e-05,0.00889,0.0031,3.56,8.622
5e-13,225,8e-06,1.6e-05,0.00889,0.00318,3.766,8.564
5e-13,225,8e-06,1.7e-05,0.00889,0.00327,3.945,8.52
5e-13,225,8e-06,1.8e-05,0.00889,0.00334,4.102,8.486
5e-13,225,8e-06,1.9e-05,0.0089,0.0034,4.239,8.463
5e-13,225,8e-06,2.1e-05,0.0089,0.00351,4.463,8.438
5e-13,225,8e-06,2.2e-05,0.0089,0.00356,4.554,8.436
5e-13,225,8e-06,2.3e-05,0.00889,0.00361,4.633,8.438
5e-13,225,8e-06,2.4e-05,0.00889,0.00365,4.701,8.445
5e-13,225,8e-06,2.5e-05,0.00889,0.00368,4.759,8.457
5e-13,225,9e-06,2e-05,0.00891,0.00345,4.354,8.444
5e-13,225,9e-06,1.5e-05,0.0089,0.0031,3.55,8.623
5e-13,225,9e-06,1.6e-05,0.00891,0.00318,3.756,8.564
5e-13,225,9e-06,1.7e-05,0.00891,0.00326,3.936,8.518
5e-13,225,9e-06,1.8e-05,0.00891,0.00333,4.094,8.484
5e-13,225,9e-06,1.9e-05,0.00891,0.00339,4.232,8.46
5e-13,225,9e-06,2.1e-05,0.00891,0.00351,4.46,8.435
5e-13,225,9e-06,2.2e-05,0.00891,0.00355,4.553,8.432
5e-13,225,9e-06,2.3e-05,0.00891,0.0036,4.634,8.434
5e-13,225,9e-06,2.4e-05,0.00891,0.00364,4.704,8.441
5e-13,225,9e-06,2.5e-05,0.00891,0.00368,4.764,8.453
5e-13,225,1.1e-05,2e-05,0.00893,0.00344,4.372,8.441
5e-13,225,1.1e-05,1.5e-05,0.00892,0.00308,3.551,8.621
5e-13,225,1.1e-05,1.6e-05,0.00892,0.00317,3.761,8.561
5e-13,225,1.1e-05,1.7e-05,0.00893,0.00324,3.944,8.515
5e-13,225,1.1e-05,1.8e-05,0.00893,0.00331,4.105,8.481
5e-13,225,1.1e-05,1.9e-05,0.00893,0.00337,4.247,8.457
5e-13,225,1.1e-05,2.1e-05,0.00893,0.00348,4.482,8.433
5e-13,225,1.1e-05,2.2e-05,0.00893,0.00353,4.578,8.43
5e-13,225,1.1e-05,2.3e-05,0.00893,0.00358,4.662,8.433
5e-13,225,1.1e-05,2.4e-05,0.00892,0.00362,4.735,8.44
5e-13,225,1.1e-05,2.5e-05,0.00892,0.00366,4.798,8.452
5e-13,225,1.2e-05,2e-05,0.00893,0.00343,4.4,8.446
5e-13,225,1.2e-05,1.5e-05,0.00893,0.00307,3.57,8.625
5e-13,225,1.2e-05,1.6e-05,0.00893,0.00316,3.781,8.566
5e-13,225,1.2e-05,1.7e-05,0.00893,0.00323,3.967,8.52
5e-13,225,1.2e-05,1.8e-05,0.00893,0.0033,4.13,8.486
5e-13,225,1.2e-05,1.9e-05,0.00893,0.00336,4.274,8.462
5e-13,225,1.2e-05,2.1e-05,0.00893,0.00346,4.511,8.438
5e-13,225,1.2e-05,2.2e-05,0.00893,0.00351,4.609,8.435
5e-13,225,1.2e-05,2.3e-05,0.00893,0.00357,4.695,8.438
5e-13,225,1.2e-05,2.4e-05,0.00893,0.00361,4.769,8.445
5e-13,225,1.2e-05,2.5e-05,0.00893,0.00364,4.833,8.456
5e-13,225,1.3e-05,2e-05,0.00894,0.00341,4.436,8.457
5e-13,225,1.3e-05,1.5e-05,0.00893,0.00306,3.596,8.637
5e-13,225,1.3e-05,1.6e-05,0.00893,0.00314,3.81,8.577
5e-13,225,1.3e-05,1.7e-05,0.00894,0.00322,3.997,8.531
5e-13,225,1.3e-05,1.8e-05,0.00894,0.00329,4.162,8.498
5e-13,225,1.3e-05,1.9e-05,0.00894,0.00335,4.307,8.473
5e-13,225,1.3e-05,2.1e-05,0.00894,0.00346,4.549,8.448
5e-13,225,1.3e-05,2.2e-05,0.00894,0.0035,4.648,8.445
5e-13,225,1.3e-05,2.3e-05,0.00893,0.00355,4.735,8.448
5e-13,225,1.3e-05,2.4e-05,0.00893,0.0036,4.811,8.454
5e-13,225,1.3e-05,2.5e-05,0.00893,0.00363,4.877,8.465
5e-13,225,1.4e-05,2e-05,0.00894,0.0034,4.47,8.473
5e-13,225,1.4e-05,1.5e-05,0.00894,0.00304,3.623,8.655
5e-13,225,1.4e-05,1.6e-05,0.00894,0.00313,3.838,8.595
5e-13,225,1.4e-05,1.7e-05,0.00894,0.00321,4.027,8.549
5e-13,225,1.4e-05,1.8e-05,0.00894,0.00327,4.193,8.514
5e-13,225,1.4e-05,1.9e-05,0.00894,0.00335,4.34,8.49
5e-13,225,1.4e-05,2.1e-05,0.00894,0.00346,4.585,8.464
5e-13,225,1.4e-05,2.2e-05,0.00894,0.00349,4.686,8.46
5e-13,225,1.4e-05,2.3e-05,0.00894,0.00354,4.775,8.462
5e-13,225,1.4e-05,2.4e-05,0.00894,0.00358,4.852,8.468
5e-13,225,1.4e-05,2.5e-05,0.00893,0.00362,4.919,8.478
5e-13,225,1.5e-05,2e-05,0.00894,0.00339,4.495,8.491
5e-13,225,1.5e-05,1.5e-05,0.00894,0.00303,3.64,8.676
5e-13,225,1.5e-05,1.6e-05,0.00894,0.00311,3.856,8.615
5e-13,225,1.5e-05,1.7e-05,0.00894,0.00319,4.047,8.569
5e-13,225,1.5e-05,1.8e-05,0.00894,0.00326,4.215,8.534
5e-13,225,1.5e-05,1.9e-05,0.00894,0.00333,4.363,8.508
5e-13,225,1.5e-05,2.1e-05,0.00894,0.00343,4.611,8.481
5e-13,225,1.5e-05,2.2e-05,0.00894,0.00349,4.713,8.477
5e-13,225,1.5e-05,2.3e-05,0.00894,0.00353,4.803,8.478
5e-13,225,1.5e-05,2.4e-05,0.00894,0.00357,4.882,8.483
5e-13,225,1.5e-05,2.5e-05,0.00894,0.0036,4.951,8.493
5e-13,250,1e-05,2e-05,0.00857,0.00352,4.705,8.371
5e-13,250,1e-05,1.5e-05,0.00856,0.00315,3.895,8.539
5e-13,250,1e-05,1.6e-05,0.00857,0.00324,4.103,8.482
5e-13,250,1e-05,1.7e-05,0.00857,0.00332,4.284,8.439
5e-13,250,1e-05,1.8e-05,0.00857,0.00339,4.444,8.407
5e-13,250,1e-05,1.9e-05,0.00857,0.00345,4.583,8.385
5e-13,250,1e-05,2.1e-05,0.00857,0.00357,4.812,8.364
5e-13,250,1e-05,2.2e-05,0.00857,0.00361,4.905,8.363
5e-13,250,1e-05,2.3e-05,0.00857,0.00366,4.986,8.367
5e-13,250,1e-05,2.4e-05,0.00856,0.00369,5.056,8.376
5e-13,250,1e-05,2.5e-05,0.00856,0.00372,5.116,8.388
5e-13,250,5e-06,2e-05,0.00844,0.0035,4.566,8.394
5e-13,250,5e-06,1.5e-05,0.00844,0.00315,3.804,8.536
5e-13,250,5e-06,1.6e-05,0.00844,0.00323,4.003,8.484
5e-13,250,5e-06,1.7e-05,0.00844,0.00331,4.175,8.446
5e-13,250,5e-06,1.8e-05,0.00844,0.00338,4.325,8.42
5e-13,250,5e-06,1.9e-05,0.00844,0.00344,4.455,8.403
5e-13,250,5e-06,2.1e-05,0.00844,0.00355,4.663,8.391
5e-13,250,5e-06,2.2e-05,0.00844,0.0036,4.744,8.395
5e-13,250,5e-06,2.3e-05,0.00844,0.00363,4.813,8.404
5e-13,250,5e-06,2.4e-05,0.00844,0.00367,4.87,8.417
5e-13,250,5e-06,2.5e-05,0.00843,0.0037,4.916,8.434
5e-13,250,6e-06,2e-05,0.00849,0.00353,4.633,8.382
5e-13,250,6e-06,1.5e-05,0.00849,0.00316,3.856,8.53
5e-13,250,6e-06,1.6e-05,0.00849,0.00325,4.057,8.478
5e-13,250,6e-06,1.7e-05,0.00849,0.00333,4.232,8.439
5e-13,250,6e-06,1.8e-05,0.00849,0.0034,4.385,8.411
5e-13,250,6e-06,1.9e-05,0.00849,0.00347,4.518,8.392
5e-13,250,6e-06,2.1e-05,0.00849,0.00357,4.732,8.378
5e-13,250,6e-06,2.2e-05,0.00849,0.00363,4.817,8.379
5e-13,250,6e-06,2.3e-05,0.00849,0.00367,4.89,8.386
5e-13,250,6e-06,2.4e-05,0.00849,0.0037,4.95,8.398
5e-13,250,6e-06,2.5e-05,0.00849,0.00374,5.001,8.413
5e-13,250,7e-06,2e-05,0.00852,0.00353,4.662,8.377
5e-13,250,7e-06,1.5e-05,0.00852,0.00317,3.876,8.531
5e-13,250,7e-06,1.6e-05,0.00852,0.00325,4.079,8.478
5e-13,250,7e-06,1.7e-05,0.00852,0.00333,4.256,8.438
5e-13,250,7e-06,1.8e-05,0.00852,0.0034,4.411,8.409
5e-13,250,7e-06,1.9e-05,0.00852,0.00347,4.545,8.389
5e-13,250,7e-06,2.1e-05,0.00852,0.00359,4.763,8.372
5e-13,250,7e-06,2.2e-05,0.00852,0.00363,4.851,8.372
5e-13,250,7e-06,2.3e-05,0.00852,0.00367,4.926,8.378
5e-13,250,7e-06,2.4e-05,0.00852,0.00372,4.989,8.388
5e-13,250,7e-06,2.5e-05,0.00852,0.00375,5.042,8.401
5e-13,250,8e-06,2e-05,0.00854,0.00353,4.676,8.374
5e-13,250,8e-06,1.5e-05,0.00854,0.00317,3.882,8.535
5e-13,250,8e-06,1.6e-05,0.00854,0.00326,4.087,8.48
5e-13,250,8e-06,1.7e-05,0.00854,0.00333,4.266,8.439
5e-13,250,8e-06,1.8e-05,0.00854,0.0034,4.421,8.408
5e-13,250,8e-06,1.9e-05,0.00854,0.00346,4.557,8.387
5e-13,250,8e-06,2.1e-05,0.00854,0.00359,4.779,8.368
5e-13,250,8e-06,2.2e-05,0.00854,0.00363,4.868,8.368
5e-13,250,8e-06,2.3e-05,0.00854,0.00367,4.945,8.372
5e-13,250,8e-06,2.4e-05,0.00854,0.00371,5.01,8.381
5e-13,250,8e-06,2.5e-05,0.00854,0.00375,5.066,8.394
5e-13,250,9e-06,2e-05,0.00856,0.00352,4.687,8.372
5e-13,250,9e-06,1.5e-05,0.00855,0.00316,3.887,8.537
5e-13,250,9e-06,1.6e-05,0.00856,0.00325,4.093,8.481
5e-13,250,9e-06,1.7e-05,0.00856,0.00333,4.273,8.439
5e-13,250,9e-06,1.8e-05,0.00856,0.0034,4.43,8.408
5e-13,250,9e-06,1.9e-05,0.00856,0.00346,4.567,8.386
5e-13,250,9e-06,2.1e-05,0.00856,0.00357,4.792,8.365
5e-13,250,9e-06,2.2e-05,0.00856,0.00362,4.883,8.364
5e-13,250,9e-06,2.3e-05,0.00856,0.00366,4.962,8.368
5e-13,250,9e-06,2.4e-05,0.00856,0.00371,5.03,8.377
5e-13,250,9e-06,2.5e-05,0.00855,0.00374,5.087,8.39
5e-13,250,1.1e-05,2e-05,0.00857,0.0035,4.732,8.374
5e-13,250,1.1e-05,1.5e-05,0.00857,0.00314,3.911,8.542
5e-13,250,1.1e-05,1.6e-05,0.00857,0.00323,4.121,8.485
5e-13,250,1.1e-05,1.7e-05,0.00857,0.00331,4.305,8.442
5e-13,250,1.1e-05,1.8e-05,0.00858,0.00338,4.466,8.41
5e-13,250,1.1e-05,1.9e-05,0.00858,0.00345,4.608,8.388
5e-13,250,1.1e-05,2.1e-05,0.00857,0.00356,4.841,8.367
5e-13,250,1.1e-05,2.2e-05,0.00857,0.00361,4.937,8.366
5e-13,250,1.1e-05,2.3e-05,0.00857,0.00364,5.02,8.37
5e-13,250,1.1e-05,2.4e-05,0.00857,0.00368,5.092,8.378
5e-13,250,1.1e-05,2.5e-05,0.00857,0.00372,5.154,8.391
5e-13,250,1.2e-05,2e-05,0.00858,0.00349,4.766,8.382
5e-13,250,1.2e-05,1.5e-05,0.00858,0.00313,3.934,8.55
5e-13,250,1.2e-05,1.6e-05,0.00858,0.00322,4.146,8.493
5e-13,250,1.2e-05,1.7e-05,0.00858,0.0033,4.332,8.45
5e-13,250,1.2e-05,1.8e-05,0.00858,0.00337,4.496,8.418
5e-13,250,1.2e-05,1.9e-05,0.00858,0.00344,4.639,8.396
5e-13,250,1.2e-05,2.1e-05,0.00858,0.00355,4.877,8.375
5e-13,250,1.2e-05,2.2e-05,0.00858,0.00358,4.975,8.374
5e-13,250,1.2e-05,2.3e-05,0.00858,0.00364,5.06,8.378
5e-13,250,1.2e-05,2.4e-05,0.00858,0.00367,5.134,8.386
5e-13,250,1.2e-05,2.5e-05,0.00857,0.00371,5.197,8.399
5e-13,250,1.3e-05,2e-05,0.00858,0.00348,4.799,8.396
5e-13,250,1.3e-05,1.5e-05,0.00858,0.00312,3.957,8.564
5e-13,250,1.3e-05,1.6e-05,0.00858,0.00321,4.171,8.508
5e-13,250,1.3e-05,1.7e-05,0.00858,0.00329,4.359,8.465
5e-13,250,1.3e-05,1.8e-05,0.00858,0.00336,4.525,8.433
5e-13,250,1.3e-05,1.9e-05,0.00858,0.00342,4.67,8.411
5e-13,250,1.3e-05,2.1e-05,0.00858,0.00354,4.912,8.389
5e-13,250,1.3e-05,2.2e-05,0.00858,0.00359,5.011,8.388
5e-13,250,1.3e-05,2.3e-05,0.00858,0.00362,5.098,8.391
5e-13,250,1.3e-05,2.4e-05,0.00858,0.00367,5.174,8.399
5e-13,250,1.3e-05,2.5e-05,0.00858,0.0037,5.239,8.411
5e-13,250,1.4e-05,2e-05,0.00859,0.00347,4.82,8.414
5e-13,250,1.4e-05,1.5e-05,0.00858,0.00311,3.971,8.583
5e-13,250,1.4e-05,1.6e-05,0.00859,0.00319,4.187,8.526
5e-13,250,1.4e-05,1.7e-05,0.00859,0.00328,4.376,8.483
5e-13,250,1.4e-05,1.8e-05,0.00859,0.00335,4.543,8.451
5e-13,250,1.4e-05,1.9e-05,0.00859,0.00341,4.69,8.428
5e-13,250,1.4e-05,2.1e-05,0.00859,0.00353,4.934,8.406
5e-13,250,1.4e-05,2.2e-05,0.00858,0.00356,5.035,8.404
5e-13,250,1.4e-05,2.3e-05,0.00858,0.00362,5.124,8.407
5e-13,250,1.4e-05,2.4e-05,0.00858,0.00365,5.201,8.414
5e-13,250,1.4e-05,2.5e-05,0.00858,0.00369,5.267,8.425
5e-13,250,1.5e-05,2e-05,0.00859,0.00345,4.816,8.43
5e-13,250,1.5e-05,1.5e-05,0.00859,0.0031,3.963,8.602
5e-13,250,1.5e-05,1.6e-05,0.00859,0.00319,4.179,8.545
5e-13,250,1.5e-05,1.7e-05,0.00859,0.00327,4.369,8.501
5e-13,250,1.5e-05,1.8e-05,0.00859,0.00334,4.537,8.468
5e-13,250,1.5e-05,1.9e-05,0.00859,0.0034,4.685,8.445
5e-13,250,1.5e-05,2.1e-05,0.00859,0.00351,4.932,8.421
5e-13,250,1.5e-05,2.2e-05,0.00859,0.00355,5.033,8.419
5e-13,250,1.5e-05,2.3e-05,0.00858,0.0036,5.123,8.421
5e-13,250,1.5e-05,2.4e-05,0.00858,0.00364,5.201,8.428
5e-13,250,1.5e-05,2.5e-05,0.00858,0.00368,5.269,8.438
5e-13,275,1e-05,2e-05,0.00824,0.00358,4.998,8.317
5e-13,275,1e-05,1.5e-05,0.00823,0.00322,4.185,8.475
5e-13,275,1e-05,1.6e-05,0.00824,0.0033,4.394,8.421
5e-13,275,1e-05,1.7e-05,0.00824,0.00338,4.576,8.38
5e-13,275,1e-05,1.8e-05,0.00824,0.00345,4.736,8.35
5e-13,275,1e-05,1.9e-05,0.00824,0.00352,4.876,8.33
5e-13,275,1e-05,2.1e-05,0.00824,0.00363,5.104,8.312
5e-13,275,1e-05,2.2e-05,0.00823,0.00368,5.197,8.312
5e-13,275,1e-05,2.3e-05,0.00823,0.00373,5.278,8.317
5e-13,275,1e-05,2.4e-05,0.00823,0.00375,5.347,8.327
5e-13,275,1e-05,2.5e-05,0.00823,0.0038,5.405,8.341
5e-13,275,5e-06,2e-05,0.00812,0.00356,4.802,8.332
5e-13,275,5e-06,1.5e-05,0.00812,0.00321,4.047,8.464
5e-13,275,5e-06,1.6e-05,0.00812,0.00329,4.244,8.415
5e-13,275,5e-06,1.7e-05,0.00812,0.00337,4.416,8.379
5e-13,275,5e-06,1.8e-05,0.00812,0.00344,4.564,8.354
5e-13,275,5e-06,1.9e-05,0.00812,0.0035,4.692,8.339
5e-13,275,5e-06,2.1e-05,0.00812,0.00361,4.897,8.331
5e-13,275,5e-06,2.2e-05,0.00812,0.00366,4.977,8.336
5e-13,275,5e-06,2.3e-05,0.00811,0.00369,5.044,8.347
5e-13,275,5e-06,2.4e-05,0.00811,0.00373,5.099,8.361
5e-13,275,5e-06,2.5e-05,0.00811,0.00376,5.144,8.38
5e-13,275,6e-06,2e-05,0.00817,0.00359,4.879,8.321
5e-13,275,6e-06,1.5e-05,0.00816,0.00322,4.107,8.458
5e-13,275,6e-06,1.6e-05,0.00816,0.00331,4.308,8.408
5e-13,275,6e-06,1.7e-05,0.00817,0.00339,4.482,8.372
5e-13,275,6e-06,1.8e-05,0.00817,0.00346,4.634,8.346
5e-13,275,6e-06,1.9e-05,0.00817,0.00352,4.765,8.329
5e-13,275,6e-06,2.1e-05,0.00816,0.00364,4.977,8.319
5e-13,275,6e-06,2.2e-05,0.00816,0.00368,5.06,8.322
5e-13,275,6e-06,2.3e-05,0.00816,0.00372,5.131,8.331
5e-13,275,6e-06,2.4e-05,0.00816,0.00376,5.19,8.343
5e-13,275,6e-06,2.5e-05,0.00816,0.00379,5.239,8.36
5e-13,275,7e-06,2e-05,0.0082,0.00359,4.92,8.317
5e-13,275,7e-06,1.5e-05,0.00819,0.00323,4.138,8.461
5e-13,275,7e-06,1.6e-05,0.00819,0.00331,4.34,8.41
5e-13,275,7e-06,1.7e-05,0.00819,0.00339,4.517,8.372
5e-13,275,7e-06,1.8e-05,0.0082,0.00346,4.67,8.345
5e-13,275,7e-06,1.9e-05,0.0082,0.00353,4.804,8.327
5e-13,275,7e-06,2.1e-05,0.00819,0.00365,5.02,8.314
5e-13,275,7e-06,2.2e-05,0.00819,0.00369,5.106,8.316
5e-13,275,7e-06,2.3e-05,0.00819,0.00374,5.18,8.323
5e-13,275,7e-06,2.4e-05,0.00819,0.00377,5.242,8.335
5e-13,275,7e-06,2.5e-05,0.00819,0.0038,5.293,8.35
5e-13,275,8e-06,2e-05,0.00821,0.00359,4.946,8.316
5e-13,275,8e-06,1.5e-05,0.00821,0.00323,4.155,8.465
5e-13,275,8e-06,1.6e-05,0.00821,0.00331,4.36,8.413
5e-13,275,8e-06,1.7e-05,0.00821,0.00339,4.538,8.374
5e-13,275,8e-06,1.8e-05,0.00821,0.00347,4.693,8.346
5e-13,275,8e-06,1.9e-05,0.00822,0.00353,4.829,8.327
5e-13,275,8e-06,2.1e-05,0.00821,0.00365,5.049,8.312
5e-13,275,8e-06,2.2e-05,0.00821,0.00369,5.137,8.313
5e-13,275,8e-06,2.3e-05,0.00821,0.00373,5.212,8.319
5e-13,275,8e-06,2.4e-05,0.00821,0.00377,5.277,8.329
5e-13,275,8e-06,2.5e-05,0.00821,0.00381,5.331,8.344
5e-13,275,9e-06,2e-05,0.00823,0.00359,4.97,8.316
5e-13,275,9e-06,1.5e-05,0.00822,0.00322,4.169,8.47
5e-13,275,9e-06,1.6e-05,0.00823,0.00331,4.376,8.417
5e-13,275,9e-06,1.7e-05,0.00823,0.00339,4.556,8.377
5e-13,275,9e-06,1.8e-05,0.00823,0.00346,4.713,8.348
5e-13,275,9e-06,1.9e-05,0.00823,0.00352,4.851,8.328
5e-13,275,9e-06,2.1e-05,0.00823,0.00364,5.075,8.31
5e-13,275,9e-06,2.2e-05,0.00823,0.00369,5.165,8.311
5e-13,275,9e-06,2.3e-05,0.00823,0.00373,5.243,8.316
5e-13,275,9e-06,2.4e-05,0.00822,0.00377,5.309,8.326
5e-13,275,9e-06,2.5e-05,0.00822,0.0038,5.366,8.34
5e-13,275,1.1e-05,2e-05,0.00824,0.00357,5.029,8.323
5e-13,275,1.1e-05,1.5e-05,0.00824,0.0032,4.205,8.481
5e-13,275,1.1e-05,1.6e-05,0.00824,0.00329,4.416,8.427
5e-13,275,1.1e-05,1.7e-05,0.00824,0.00336,4.601,8.386
5e-13,275,1.1e-05,1.8e-05,0.00824,0.00344,4.763,8.356
5e-13,275,1.1e-05,1.9e-05,0.00824,0.00351,4.905,8.335
5e-13,275,1.1e-05,2.1e-05,0.00824,0.00362,5.139,8.317
5e-13,275,1.1e-05,2.2e-05,0.00824,0.00367,5.234,8.317
5e-13,275,1.1e-05,2.3e-05,0.00824,0.00371,5.317,8.323
5e-13,275,1.1e-05,2.4e-05,0.00824,0.00374,5.388,8.332
5e-13,275,1.1e-05,2.5e-05,0.00824,0.00378,5.449,8.346
5e-13,275,1.2e-05,2e-05,0.00825,0.00355,5.061,8.334
5e-13,275,1.2e-05,1.5e-05,0.00825,0.0032,4.226,8.492
5e-13,275,1.2e-05,1.6e-05,0.00825,0.00328,4.439,8.437
5e-13,275,1.2e-05,1.7e-05,0.00825,0.00337,4.626,8.396
5e-13,275,1.2e-05,1.8e-05,0.00825,0.00344,4.79,8.367
5e-13,275,1.2e-05,1.9e-05,0.00825,0.00349,4.934,8.346
5e-13,275,1.2e-05,2.1e-05,0.00825,0.00362,5.172,8.328
5e-13,275,1.2e-05,2.2e-05,0.00825,0.00366,5.27,8.328
5e-13,275,1.2e-05,2.3e-05,0.00824,0.00371,5.355,8.333
5e-13,275,1.2e-05,2.4e-05,0.00824,0.00375,5.428,8.343
5e-13,275,1.2e-05,2.5e-05,0.00824,0.00376,5.491,8.356
5e-13,275,1.3e-05,2e-05,0.00825,0.00355,5.082,8.349
5e-13,275,1.3e-05,1.5e-05,0.00825,0.00318,4.24,8.507
5e-13,275,1.3e-05,1.6e-05,0.00825,0.00328,4.454,8.453
5e-13,275,1.3e-05,1.7e-05,0.00825,0.00334,4.642,8.412
5e-13,275,1.3e-05,1.8e-05,0.00825,0.00342,4.808,8.382
5e-13,275,1.3e-05,1.9e-05,0.00825,0.00349,4.953,8.361
5e-13,275,1.3e-05,2.1e-05,0.00825,0.0036,5.195,8.343
5e-13,275,1.3e-05,2.2e-05,0.00825,0.00365,5.294,8.343
5e-13,275,1.3e-05,2.3e-05,0.00825,0.00369,5.38,8.347
5e-13,275,1.3e-05,2.4e-05,0.00825,0.00374,5.456,8.356
5e-13,275,1.3e-05,2.5e-05,0.00824,0.00376,5.52,8.369
5e-13,275,1.4e-05,2e-05,0.00825,0.00353,5.079,8.364
5e-13,275,1.4e-05,1.5e-05,0.00825,0.00317,4.232,8.524
5e-13,275,1.4e-05,1.6e-05,0.00826,0.00326,4.447,8.47
5e-13,275,1.4e-05,1.7e-05,0.00826,0.00333,4.636,8.428
5e-13,275,1.4e-05,1.8e-05,0.00826,0.00341,4.802,8.398
5e-13,275,1.4e-05,1.9e-05,0.00825,0.00346,4.949,8.377
5e-13,275,1.4e-05,2.1e-05,0.00825,0.00359,5.193,8.358
5e-13,275,1.4e-05,2.2e-05,0.00825,0.00363,5.293,8.357
5e-13,275,1.4e-05,2.3e-05,0.00825,0.00368,5.381,8.361
5e-13,275,1.4e-05,2.4e-05,0.00825,0.00372,5.457,8.37
5e-13,275,1.4e-05,2.5e-05,0.00825,0.00376,5.523,8.382
5e-13,275,1.5e-05,2e-05,0.00826,0.00352,5.043,8.377
5e-13,275,1.5e-05,1.5e-05,0.00826,0.00316,4.193,8.54
5e-13,275,1.5e-05,1.6e-05,0.00826,0.00323,4.408,8.485
5e-13,275,1.5e-05,1.7e-05,0.00826,0.00332,4.598,8.443
5e-13,275,1.5e-05,1.8e-05,0.00826,0.0034,4.765,8.412
5e-13,275,1.5e-05,1.9e-05,0.00826,0.00346,4.913,8.391
5e-13,275,1.5e-05,2.1e-05,0.00825,0.00357,5.158,8.37
5e-13,275,1.5e-05,2.2e-05,0.00825,0.00363,5.259,8.369
5e-13,275,1.5e-05,2.3e-05,0.00825,0.00367,5.347,8.372
5e-13,275,1.5e-05,2.4e-05,0.00825,0.0037,5.424,8.38
5e-13,275,1.5e-05,2.5e-05,0.00825,0.00374,5.491,8.392
5e-13,300,1e-05,2e-05,0.00793,0.00364,5.241,8.276
5e-13,300,1e-05,1.5e-05,0.00793,0.00326,4.427,8.425
5e-13,300,1e-05,1.6e-05,0.00793,0.00336,4.636,8.373
5e-13,300,1e-05,1.7e-05,0.00793,0.00343,4.819,8.334
5e-13,300,1e-05,1.8e-05,0.00793,0.00351,4.979,8.306
5e-13,300,1e-05,1.9e-05,0.00793,0.00358,5.119,8.287
5e-13,300,1e-05,2.1e-05,0.00793,0.00367,5.348,8.271
5e-13,300,1e-05,2.2e-05,0.00793,0.00374,5.441,8.273
5e-13,300,1e-05,2.3e-05,0.00792,0.00378,5.521,8.279
5e-13,300,1e-05,2.4e-05,0.00792,0.00382,5.59,8.29
5e-13,300,1e-05,2.5e-05,0.00792,0.00385,5.648,8.304
5e-13,300,5e-06,2e-05,0.00782,0.00361,5.003,8.282
5e-13,300,5e-06,1.5e-05,0.00782,0.00327,4.252,8.406
5e-13,300,5e-06,1.6e-05,0.00782,0.00335,4.449,8.358
5e-13,300,5e-06,1.7e-05,0.00782,0.00342,4.62,8.324
